'ge'li'qu'she'zhi 隔离区设置
'di'du'liu'lin 低毒硫磷
'cao'mi 糙米
'gong'yi 工蚁
'shui'wu'ran'jian'ce 水污染监测
'hong'shu 红薯
'dang'wei 党委
'nan'mei'ban'qian'ying 南美斑潜蝇
'ba'wen'ti'jie'jue'dao'wei 把问题解决到位
'chai'teng 柴藤
'zhi'jian'pei'xun'ban 植检培训班
'sui'fa'ya 穗发芽
'mei'gui'hua 玫瑰花
'cao'ping'zai'zhi 草坪栽植
'kao'la 考拉
'gan'lan'lv 橄榄绿
'yu'ye 渔业
'jiu'wo 酒涡
'xin'pin'zhong'zhan'shi'qu 新品种展示区
'shu'xing 薯形
'ye'ji 野鸡
'ji'suan'chi 计算尺
'jian'quan'ji'gou'he'zhi'du 健全机构和制度
'quan'xian'wan'cheng 全县完成
'xian'cheng'xiang'qing'jie'ban 县城乡清洁办
'zhong'yang'ji'lv'jian'cha'wei'yuan'hui 中央纪律检查委员会
'yan'zhong'gan'han 严重干旱
'jia'zheng'fu'wu 家政服务
'sang'wu'ye'bing 桑污叶病
'nong'yong'wu'zi 农用物资
'wang'chang'lu 王昌禄
'you'fu'mao 有稃毛
'yan'zhu'jing'e 烟蛀茎蛾
'chan'liang 产量
'rui'du'shuang 瑞毒霜
'de'hong 德宏
'yi'da'pi 一大批
'nong'ye'sheng'chan'qu'yu'hua 农业生产区域化
'deng'ji'liang'qu'xian 等剂量曲线
'fu'she'sun'shang 辐射损伤
'guo'min'sheng'chan'zong'zhi 国民生产总值
'ju'zhi'lei 菊酯类
'tian'gua 甜瓜
'dan'du 丹毒
'pen'tou 喷头
'e'zuo'jun'tong 噁唑菌酮
'yi'xiang 彝乡
'bai'zhi'tu 百治屠
'ban'dao 绊倒
'fu'wu'huo'dong 服务活动
'lv'ye'ning 绿叶宁
'qi'zhong 其中
'san'ju'xing'fei'huang 散居型飞蝗
'ti'yu'xue'yuan 体育学院
'tong'ji'jia'she'jian'yan 统计假设检验
'jiao'shi 教师
'luo'tu 裸土
'sheng'wu'zhi'neng 生物质能
'ji'ben 基本
'qing'di 氰敌
'ye'se'shen 叶色深
'duo'zhang 多张
'hua'tong 话筒
'guo'min'jing'ji'bu'men'fen'lei 国民经济部门分类
'yi'lin'lv 乙磷铝
'wen'bu 稳步
'ci'wei 刺猬
'dao'wen'guang 稻瘟光
'mi'shu'chu 秘书处
'gui'bai'ling 硅白灵
'hei'zu'hei'shou'gua 黑足黑守瓜
'chen'yan'ye 陈衍业
'guo'song'hua 郭松华
'bian'deng 边灯
'bai'yang 摆秧
'bu'lv'jian'nan 步履艰难
'can'ting 餐厅
'chen'qin'xun 陈钦洵
'guo'nei'chun'gou'jin 国内纯购进
'lan'zhong 烂种
'lin'ju'guan'xi 邻居关系
'lv'sai'lin 氯噻啉
'mi'ding'wei 嘧啶威
'chun'geng'chun'zhong'gong'zuo 春耕春种工作
'zai'ci 再次
'nong'cun'fu'nv 农村妇女
'za'xiang'kai'zhi 杂项开支
'xi'mu 细目
'zhong'cun 中村
'dian'shan 电扇
'er'niao 耳鸟
'zu'jian'gong'zuo'zu 组建工作组
'yong'yuan 永远
'xiao'tui 小腿
'zhu'liu'lin 注硫磷
'nei'rong'feng'fu 内容丰富
'kuai'jing 块茎
'shou'ru 收入
'bai'pi'dou 白皮豆
'qu'xiao'shu'dian'hou'yi'wei 取小数点后一位
'zhan'dou'li 战斗力
'su'du'biao 速度表
'guo'jia'shui'dao'liang'zhong'tui'guang'bu'tie'xiang'mu 国家水稻良种推广补贴项目
'ge'xiang'zhen'nong'ye'fu'wu'zhong'xin 各乡镇农业服务中心
'huang'hua'ye'bing 黄花叶病
'tu'cao'an 荼草胺
'nong'ye'ban'ji'xie'hua 农业半机械化
'fu'xian'an 氟酰胺
'si'ji'dou 四季豆
'kuo'cao'ke 阔草克
'zi'jin 资金
'zong'jie 总结
'wu'chang 无偿
'cha'cha'fang 杈杈房
'han'liang'zu 旱粮组
'xiao'tian'e 小天鹅
'shi'zheng'dang'ju 市政当局
'di'mie'ling 敌灭灵
'fu'lu'kao 福禄考
'fu'she'qiang'du 辐射强度
'lan'ping 兰坪
'shan'bei 扇贝
'huan'tian 还田
'zhong'guo'min'zhu'jian'guo'hui 中国民主建国会
'dan'ren'fang'jian 单人房间
'zhong'fei 种肥
'shui'chan'ji'shu'tui'guang'zhan 水产技术推广站
'wei'hu'nong'min'de 维护农民的
'dan'xiang'shang'pin'jia'ge'zhi'shu 单项商品价格指数
'ding'cao'an 丁草胺
'dao'gan'qian'ying 稻秆潜蝇
'dao'he'fei'shi 稻褐飞虱
'zhuan'gao'ren 撰稿人
'hong'gan 烘干
'yuan'mou'xi'dou 元谋细豆
'you'bu'sheng 莠不生
'zai'li'yong'lv 再利用率
'sui'ji'cun'qu 随机存取
'yang'li 洋李
'xue'song 雪松
'guo'shu 果数
'zong'xu'yang'liang 总需氧量
'zhu'mu 竹木
'chou'tai'qi 抽苔期
'chang'le'zhen'zhen'chang 常乐镇镇长
'hua'hui'gong 花会功
'ying'yong'ke'xue'shi'yong'ji'shu 应用科学实用技术
'yu'xiao 玉笑
'chuang'xin'nian 创新年
'fang'da'ji 放大机
'xiang'jiao 橡胶
'you'ji'fei'liao 有机肥料
'geng'di'mian'ji 耕地面积
'nong'si 农思
'cao'mei 草莓
'hun'he'zhi'fang'suan 混合脂肪酸
'zhong'shu 种薯
'zi'zhi'qu'fu'lian 自治区妇联
'li'miao 立苗
'xiu'zheng 修正
'fu'hao 富豪
'di'po'cun 低坡村
'ji'hai 己亥
'da'jie'chu 搭接处
'shi'wan'dong'jiang'wan'mu'shu'cai'shi'fan'xiang'mu 石湾东江万亩蔬菜示范项目
'di'wen'xing 低温型
'nong'cun'yun'shu'ye'zong'chan'zhi 农村运输业总产值
'xian'zhong'zi'guan'li'zhan 县种子管理站
'hai'ba'gao'du 海拔高度
'zhou'zhuan'ji'jin 周转基金
'zheng'dun'nong'zi'shi'chang 整顿农资市场
'mi'huang'long 醚黄隆
'jia'ming 荚螟
'ju'zi'yuan'zhi 桔子原汁
'er'lv'niao 二氯脲
'zong'bao'shu 总苞数
'lin'ya'wei 磷亚威
'san'ba 三八
'jiu'xiao'lin 久效磷
'ce'duo'shi'fu'xian'man 侧多食跗线螨
'shi'nei'guan'ye'zhi'wu 室内观叶植物
'xin'jian'zhao'qi'chi 新建沼气池
'da'xing'xing 大猩猩
'liang'hao'xing'xiang 良好形象
'liang'zhong'liang'fa'tui'guang'gong'zuo 良种良法推广工作
'cha'zi 叉子
'da'li'zhou 大理州
'ke'ji'xia'xiang 科技下乡
'yi'pin 一品
'zhu'guan'tuan'ti 主管团体
'shi'nei'guan'guo'zhi'wu 室内观果植物
'mao'cha 毛茶
'bu'ke'gai'zao 不可改造
'yin'yu'lian'mian 阴雨连绵
'shi'shi 实施
'mie'bai'ke 灭白可
'zhu'sun'lei 竹笋类
'kong'tiao'she'bei 空调设备
'han'yu'bao'mu'yu'yang'ji'shu 旱育保姆育秧技术
'qin'cai 芹菜
'guang'da'nong'min'qun'zhong 广大农民群众
'ceng'ling 曾玲
'gong'zuo'cuo'shi 工作措施
'kuang'chan'chu'liang 矿产储量
'mei'tiao 每条
'zhao'guang'wen 赵光文
'an'pai'dao 安排到
'bi'jiao'ban 壁脚板
'li'su'zu 傈僳族
'shi'chang'xian'jian'shou'gou'jia 市场鲜茧收购价
'jie'fang'si'xiang 解放思想
'guo'min'cai'fu 国民财富
'zhu'jing 主茎
'kai'zhan'gong'zuo 开展工作
'tong'ji'diao'cha'fang'an 统计调查方案
'she'ji'jia 设计家
'zheng'gang'hui 郑刚辉
'di'ma'he'ji 敌马合剂
'he'zuo'yi'liao 合作医疗
'biao'nei'shu'ju 表内数据
'ce'chan'yan'shou 测产验收
'zi'ben'huo'wu 资本货物
'jiao'zhi 脚趾
'luan'fu 卵孵
'quan'zhou 全州
'sha'pu'lin 杀扑磷
'shen'jing'shuai'ruo 神经衰弱
'suo'xu'bu'zhu'fei'yong 所需补助费用
'xi'jun'xing'ban'dian'bing 细菌性斑点病
'mu'ma 母马
'ji'zhong'xue'xi 集中学习
'ma'wei'song'mao'chong 马尾松毛虫
'jian'she'zhao'qi'chi 建设沼气池
'yi'xia'dan'wei'he'ge'ren 以下单位和个人
'liang'tian'chi'ku'wei'fu'lan'bing 量天尺枯萎腐烂病
'yuan'yang'xian 元阳县
'yang'mei 杨梅
'li'zi'shu 李子树
'shuang'ren'fang'jian 双人房间
'ye'sheng'zhong 野生种
'si'wang'zhe'de'suan'shu'ping'jun'shou'ming 死亡者的算术平均寿命
'huang'tu'po 黄土坡
'zi'you'mao'yi'qu 自由贸易区
'gan'guo 干果
'wu'yu 乌鱼
'fu'liu'long 氟硫隆
'wu'ding'shi'zi'shan 武定狮子山
'nong'ye'chan'zhi 农业产值
'dou'shuo'hao 豆说好
'du'jia'xin 毒甲辛
'fu'ning 富宁
'shan'lian 钐镰
'fa'zhan'su'du 发展速度
'neng'yuan'sheng'chan'tan'xing'xi'shu 能源生产弹性系数
'jin'zhen'gu 金针菇
'ji'di 基地
'she'xiang'shi'zhu 麝香石竹
'gai'liang'nong'yi'cuo'shi 改良农艺措施
'gong'yu 共育
'sha'ta'zhang 杀它仗
'da'cao'yuan 大草原
'huan'qiang'man 环羟螨
'xian'shui'guo'sheng'chan'fa'zhan'ban'gong'shi 县水果生产发展办公室
'qing'cao'qin 氰草嗪
'te'ding'liu'lin 特丁硫磷
'xiao'zhang'ban'gong'shi 校长办公室
'zhou'wei 州委
'fei'ji'li'yong'xiao'lv'zhi'biao 飞机利用效率指标
'you'ji'nong'ye 有机农业
'nong'qing 农情
'ya'yin 牙龈
'bian'ma'qi 编码器
'shi'he'xing'ce'yan 适合性测验
'huang'ding'bing 黄顶病
'zi'jin'fen'pei 资金分配
'zheng'chang'gong'zuo'kai'zhan 正常工作开展
'pei'xun'nong'cun'lao'dong'li 培训农村劳动力
'ruo'chong 若虫
'liang'tiao'tui 两条腿
'ku'ju 苦苣
'mao'jin'jia 毛巾架
'zhi'dao'sheng'chan 指导生产
'nong'ye'shang'pin'chan'zhi 农业商品产值
'feng'xiang'shi'zhao'xiang'ji 风箱式照相机
'guo'min'cai'chan 国民财产
'hua'po 滑坡
'hei'xin'bing 黑心病
'sheng'cha'ye'chan'ye'ban 省茶叶产业办
'cha'du'e 茶毒蛾
'gao'biao'zhun 高标准
'ji'shu'xuan'chuan'tui'guang 技术宣传推广
'ban'zhong 拌种
'tu'rang'jie'pi 土壤结皮
'gong'kai'shi'chang 公开市场
'xian'nong'ji'jian'li'zhan 县农机监理站
'chai'you 柴油
'que'cao'zhi 炔草酯
'gai'mian 盖面
'cha'bing'bing 茶饼病
'duan'fei 断肥
'jing'yi'bing 茎疫病
'ping'wen 平稳
'tiao'zheng'you'hua'zhong'zhi'jie'gou 调整优化种植结构
'cu'mo'gu'fen 粗磨谷粉
'tu'di'gong'you'zhi 土地公有制
'dian'yu'chu'san 电育雏伞
'wen'chuan'xian 汶川县
'feng'tan'yu'lin 封滩育林
'zhang'ai'lei'xing 障碍类型
'wu'zi 物资
'kuo'yin'ji 扩音机
'pu'tao 葡萄
'zhu'yao'ju'ti'cuo'shi 主要具体措施
'chuan'lian'su 川楝素
'ke'duo'jia'zhong'yi'ji 克多甲种衣剂
'lv'you'chan'ye 旅游产业
'lv'huang'long 绿磺隆
'man'an'lin 螨胺磷
'xiang'shu'guo 橡树果
'chun'ji'xing'dong 春季行动
'fu'la'ding'fang'she'ji 复拉丁方设计
'er'liao'xi'shu 饵料系数
'ke'ya'ming 克蚜螟
'jiao'tang 教堂
'yang'hu'fei'yong 养护费用
'hong'he'se 红褐色
'zhu'yao'zuo'wu 主要作物
'kuang'quan'bing 狂犬病
'jun'chuang 均创
'da'sui'li 大穗利
'ri'guang'wen'shi 日光温室
'zhu'gen 主根
'ting'ju'zhi 烃菊酯
'ke'bi'chan'pin'cheng'ben'jiang'di'lv'he'jiang'di'e 可比产品成本降低率和降低额
'ping'jun'zeng'chan 平均增产
'yun'nan'dian'shi'tai 云南电视台
'hei'fen'bing 黑粉病
'sha'rang 沙壤
'you'hai'wu'zhi 有害物质
'chao'qin'you'shi 超亲优势
'di'fang'cai'zheng'fu'chi 地方财政扶持
'gao'bei'te 高倍特
'gu'ding'zi'chan'tou'zi'lv 固定资产投资率
'lv'wei'da'can'e 绿尾大蚕蛾
'xie'jiang 鞋匠
'you'liang 有粮
'lei'gu 肋骨
'rong'du'e 茸毒蛾
'deng'xian'pei 邓先培
'xun'fang 寻访
'ji'ya'he'dai'zhi'wu'zi 积压和呆滞物资
'chang'jing'lu 长颈鹿
'da'bai'gu'xing 大白谷型
'lan'hua 兰花
'wan'ji 晚季
'yan'jin'xiao'shou 严禁销售
'yun'nan'nong'ye'xin'xi'wang 云南农业信息网
'wu'chan'jie'ji 无产阶级
'hui'tian'fu 汇添富
'fang'hua'zhuang'zhi 防滑装置
'ji'shi'gong'zi 计时工资
'jian'wen'huang'di 建文皇帝
'nan'dian 难点
'fu'cao'chu 氟草除
'ying'guang 荧光
'fei'hai 肥害
'ke'ji'han'liang 科技含量
'cha'ya 插芽
'shi'lin'xian 石林县
'song'shu'yuan 松树园
'xi'fei 吸肥
'xi'wo'jun'zhi 烯肟菌酯
'zhang'yan'yun 张衍云
'bao'de 保得
'fu'mei'shuang'fu'mei'xin 福美双福美锌
'lian'jie'cong'zheng 廉洁从政
'ban'wei'ru 半喂入
'liang'shi'an'quan'zhan'lue 粮食安全战略
'tui'tu'ji 推土机
'nong'min'nong'ye'sheng'chan'zi'liao'gou'mai'li 农民农业生产资料购买力
'sun'shi'ju'da 损失巨大
'gong'zuo'cun'chu'qi 工作存储器
'ying'tao'jiao 樱桃椒
'kuo'sha'ke'xing 阔莎克星
'yuan'shi'sen'lin 原始森林
'dao'gu'shou'gou'dian 稻谷收购点
'ji'huo'zi 激活子
'mu'zhi'wan'zhang 拇指腕掌
'chen'zhuo'bin 陈灼彬
'san'jiao'jia 三角架
'zou'cuo 走错
'sha'gang 沙岗
'xue'xiao'shi'sheng 学校师生
'ban'bei'an'yuan'chun 斑背安缘蝽
'he'pu'xian'nong'ye'ju 合浦县农业局
'bao'zhang'nong'ye'sheng'chan'an'quan 保障农业生产安全
'qie'shi'zhua'hao 切实抓好
'pai'chu 派出
'song'zhi'suan'tong 松脂酸铜
'yao'zong'ru 姚宗儒
'wu'cha 午茶
'qiu'yu 犰狳
'gong'fa'bu 共发布
'di'li'tuo 敌力脱
'xia'yang 下洋
'zheng'qi'du 整齐度
'sang'shen'jun'he'bing 桑椹菌核病
'kai'zhan 开展
'shuang'mei'wei 霜霉威
'neng'yuan'xiao'fei'zeng'zhang'xi'shu 能源消费增长系数
'gu'er'yuan 孤儿院
'nong'min'gong 农民工
'yan'zhong'sun'shi 严重损失
'xian'feng'mo'fan'zuo'yong 先锋模范作用
'yue'dong'fang'zhi 越冬防治
'cheng'yuan'zi'ge 成员资格
'jian'tu 碱土
'ben'xian'jun'an 苯酰菌胺
'nai'yan 耐盐
'xin'fu'ju'zhi 辛氟菊酯
'qiao'zi 荞子
'du'jia'xin'wen 独家新闻
'xiong'ma 雄马
'guang'pu'xin'xi 光谱信息
'bu'gu'niao 布谷鸟
'qie'ke'ning 茄科宁
'hong'zong'hui'ye'e 红棕灰夜蛾
'zhuan'yong'fei 专用肥
'guo'gan 过干
'gong'zuo'ji'gou 工作机构
'ji'zhu'xuan'ze'xing 寄主选择性
'tian'jian'pei'tao 田间配套
'yi'bang'yi 一帮一
'xiang'jiao'ruan'guan 橡胶软管
'jian'cha 检查
'lin'shi'zhu'xi 临时主席
'ping'jun'mei'mu 平均每亩
'zhi'guan'jie 指关节
'nong'ye'liang'zhong'bu'tie 农业良种补贴
'zi'zao'ci 自造词
'ma'pu'li'ke 马扑立克
'bao'guang'guo'du 曝光过度
'ti'hu 鹈鹕
'ci'shu'duo 次数多
'zhong'shi 重视
'yuan'mu 原木
'ti'mo'fei'wei'xiao'mai 提莫菲维小麦
'wu'yuan 吴院
'chen'ming 陈明
'shui'ni'jiao'ban'che 水泥搅拌车
'da'xue'lao'shi 大学老师
'hui'tian'fang 回填方
'dao'gan'jian'xian'chong'bing 稻干尖线虫病
'gan'jian'xian'chong'bing 干尖线虫病
'li'hua'wang'chun 梨花网蝽
'ruo'gan'guang'xing 弱感光性
'qi'piao 期票
'shui'fen'bu'chang 水分补偿
'jing'ji'kuan 茎基宽
'lan'ping'xian 兰坪县
'ping'jia 评价
'shui'dao'xin'pin'zhong'shai'xuan'shi'yan 水稻新品种筛选试验
'xiao'fen'dui 小分队
'xiao'hu'zi 小胡子
'duo'bo'yi'jin'zhong 多播一斤种
'di'mian'ni'wen 地面逆温
'bu'jiang'jia'qian 不讲价钱
'tu'rang'wu'li'xing'zhi 土壤物理性质
'lv'huang'long 绿黄隆
'mei'fei 镁肥
'qian'fen'hong'se 浅粉红色
'shi'gao 世高
'zhi'dao'jian'li'le 指导建立了
'cai'hua 菜花
'lin'xi'bing'ji'ben'fen 邻烯丙基苯酚
'nong'ye'zhi'fa'jian'cha'ren'yuan 农业执法检查人员
'ge'ge'jie'duan 各个阶段
'zhua'de'hao 抓得好
'quan'tian'gong'zuo 全天工作
'can'jian'shi'chang 蚕茧市场
'jing'shou'ru 净收入
'qing'da'dou 青大豆
'xiu'lv'dan 溴氯丹
'shan'yao 山药
'kan'mai'niang 看麦娘
'xie'tong'xiao'ying 协同效应
'pai'fang 排放
'dou'jia'ming 豆荚螟
'zai'zhi'gan'bu'quan'yuan'pei'xun'ji'hua 在职干部全员培训计划
'hui'ze'xian 会泽县
'ji'cai'gu 计财股
'qin'ran'yuan 侵染源
'dao'yan'die 稻眼蝶
'bei'shu 背书
'er'jia'ji'er'liu'mi 二甲基二硫醚
'ru'bai'se 乳白色
'liu'cun'xian'jin 留存现金
'shi'ji 石鸡
'xin'jin'li'duo 新金粒多
'dong'yu 冻雨
'sheng'wu'fei'liao 生物肥料
'fen'kang 粉糠
'tiao'he'you 调和油
'liang'zhong'fu'gai'lv 良种覆盖率
'guo'ren 果仁
'ji'nai'chang 挤奶厂
'ting'ban 停办
'xing'zheng'guan'li 行政管理
'dan'yuan 氮源
'san'ye'cao 三叶草
'shen'zi 深紫
'zhu'zhe 竹蔗
'sang'xiang'chong 桑象虫
'chuan'da'wen'jian 传达文件
'ji'zhu'fan'wei 寄主范围
'li'xiao'shi'xin'chong 梨小食心虫
'rou'fan 肉贩
'qu'dong'jin'chun'xin'zhong 去冬今春新种
'da'ban'bing 大斑病
'shu'zi'lv'bo'qi 数字滤波器
'ding'xiang 丁香
'jing'zhi'ren'kou 静止人口
'zhi'xue'ma'tang 止血马唐
'fu'fa'bao 符发保
'gong'an'ju 公安局
'lei'tai 蕾苔
'mai'shui'ying 麦水蝇
'ji'sheng'xing 寄生性
'xiao'ji'zhu'yi 消极主义
'xi'shuang'ban'na 西双版纳
'xian'xin'nong'ban 县新农办
'shui'niu 水牛
'ke'li'ji 颗粒剂
'deng'ji'qi 登记器
'mei'zi'xi'jiang'chong 糜子吸浆虫
'te'dian 特点
'shi'fan'tui'guang'mian'ji 示范推广面积
'zhou'ri'te'kan 周日特刊
'yu'jing'yu'kong'zhi 预警与控制
'tuo'liu 脱硫
'zhou'nong'ke'suo 州农科所
'gai'cao'neng 盖草能
'fen'chi'bing 粉痴病
'fei'dang 非党
'xin'tu'li 心土犁
'yin'zhi'dian'lu 印制电路
'yu'mi'di'chan'tian 玉米低产田
'ban'shan 半山
'cheng'gong'qi'dong 成功启动
'dao'shi'jing 稻虱净
'hua'fen'bu'yu'xing 花粉不育性
'ji'ben'jian'she'xiang'mu'an'jian'she'gui'mo'fen'zu 基本建设项目按建设规模分组
'fang'shi 方式
'kang'han'xing 抗寒性
'wu'gong'hai'nong'chan'pin'ren'zheng 无公害农产品认证
'pa'han 怕旱
'quan'neng'xing 全能性
'jia'qiang'dang'de'zhi'zheng'neng'li'jian'she 加强党的执政能力建设
'zhong'zi'cang'ku 种子仓库
'jiao'guo 角果
'zhong'wen'xing 中温型
'ren'kou'yan'jiu 人口研究
'mei'you'de'dao 没有得到
'gao'chan'gao'dian'mu'shu'chan'ye 高产高淀木薯产业
'qing'jie'ze'ren'qu 清洁责任区
'qu'dong'jin'chun 去冬今春
'xue'ju 穴距
'ju'ti'gong'cheng'cuo'shi 具体工程措施
'tu'di'zheng'yong 土地征用
'cheng'gong 成功
'xue'fo'lai 雪佛莱
'zui'hou'yi'lie 最后一列
'pu'tong'guo'lin'suan'gai 普通过磷酸钙
'zong'cong'shu 总丛数
'yi'ba'shou 一把手
'zi'jin'tou'ru 资金投入
'nong'ye'chan'ye'hua'zhong'dian'long'tou'qi'ye 农业产业化重点龙头企业
'hui'hui 会会
'nong'jia'fei 农家肥
'bian'qing 变青
'cha'tian'niu 茶天牛
'gan'cao 干草
'shan'guang'zhi'shi'qi 闪光指示器
'shun'li'kai'zhan 顺利开展
'fei'fang'she'xing'shi'zong'wu 非放射性示踪物
'nong'ye'sheng'chan'zhuan'ye'hua 农业生产专业化
'yin'bi 荫蔽
'bei'dong'shi'tai'yang'neng'jia're 被动式太阳能加热
'ji'shi'zu'e'dao'wei 及时足额到位
'dong'jie'zi'chan 冻结资产
'hua'cai'lei 花菜类
'cao'yuan'jian'she 草原建设
'shen'hong'yi 沈泓毅
'guo'jian'hua 郭建华
'wu'gong'hai'shu'cai'sheng'chan'ji'di'shi'fan'xian 无公害蔬菜生产基地示范县
'fu'man'an 氟螨胺
'guang'pu'ce'liang 光谱测量
'hen'gao'de'ping'jia 很高的评价
'chu'ying'wei 除蝇威
'shu'ju'bian'ma 数据编码
'fu'pin'ban 扶贫办
'yi'gang'shuang'ze 一岗双责
'shi'liu 石榴
'xiao'hua'zuo'yong 硝化作用
'lu'chang'hui 卢常辉
'nie'zu'er'xing 蹑足而行
'nong'ji'shu'ji 农技书籍
'shi'yan'zhong'zhi'ji'hua'shu 试验种植计划书
'chi'huo 尺蠖
'shi'fei'wei'zhi 施肥位置
'jing'kui'he'ling 精喹禾灵
'jiu'zai 救灾
'yi'zu 彝族
'cao'gu 草菇
'duo'chuang'zao 多创造
'zong'ke'shu 总棵数
'hui'fu'chong'jian 恢复重建
'tian'yu'mi 甜玉米
'jin'jin'wei'rao 紧紧围绕
'xiao'mu'niu 小母牛
'jian'yu'ci 鉴于此
'lai'jun'zhi 赖均治
'zhu'tui'li 助推力
'tian'cai'ning 甜菜宁
'an'yao'qiu 按要求
'an'quan'sheng'chan'jian'du'guan'li'ju 安全生产监督管理局
'bai'cao'an 稗草胺
'fu'wen'du 负温度
'lian'dao'gu 镰刀谷
'ma'lei'jia'gong'gong'yi 麻类加工工艺
'he'pu'xian'fu'lian 合浦县妇联
'wu'hua'qu 五华区
'sheng'chan'jin'du 生产进度
'ku'cun'xian'jin 库存现金
'yan'jin 盐津
'dao'shui'xiang'jia 稻水象甲
'ping'ba 平坝
'tu'di'ping'jia 土地评价
'za'jiao'liang'zhong 杂交良种
'huang'xun'yi 黄训颐
'zhi'pian'chang 制片厂
'dang'yao'guan'dang 党要管党
'gan'han'qi'hou'ying'xiang 干旱气候影响
'mei'yi'tian 每一天
'cai'ye'feng 菜叶蜂
'chang'yi 长椅
'zhong'hua'dao'huang 中华稻蝗
'ye'tu 野兔
'xian'xing'xiang'guan 线性相关
'guo'min'jing'ji'he'suan'ti'xi 国民经济核算体系
'ke'cao'shen 克草神
'you'sun 游隼
'e'lei 蛾类
'xiao'shou'e 销售额
'jin'e 金额
'kong'zhi'lun 控制论
'ben'sai'jun'qing 苯噻菌清
'hai'xiang 海象
'wan'ji 弯急
'wan'mu'biao'zhun'hua'wu'gong'hai'hua'sheng'ji'di 万亩标准化无公害花生基地
'bao'gen 保根
'shang'wu'bu 商务部
'xian'wei'su 纤维素
'xuan'chuan'zi'liao 宣传资料
'hu'jiao'jian 胡椒硷
'bo'li'ping 玻璃瓶
'mie'chong'jing 灭虫精
'ji'zhong'yu'yang'ji'shu 集中育秧技术
'chan'liang'deng'ji 产量等级
'mu'jing'shou'ru 亩净收入
'pin'kun'xue'sheng 贫困学生
'zhong'yi'zhi 种衣酯
'cha'xiao'juan'ye'e 茶小卷叶蛾
'da'shu 大暑
'fu'zhu'xi 副主席
'shou'ti 手梯
'yi'gai'liang'de 已改良的
'hou'tou'gu 猴头菇
'chi'xu'mang'chun 赤须盲蝽
'fu'lan'bing 腐烂病
'fa'zhan'dang'yuan'gong'shi'zhi 发展党员公示制
'yu'suan'wei'yuan'hui 预算委员会
'di'zu 地租
'zhu'hang'ju 株行距
'shi'qi 适期
'san'fen'zhong 三分种
'cun'shui'wan 存水弯
'gu'xiang 谷象
'shuang'yi'wei 双乙威
'ji'cai'chu 计财处
'jia'jie 嫁接
'sui'chang 穗长
'wen'shan 文山
'kuan'pi'ju 宽皮桔
'za'mu'xie 杂木屑
'yu'ye'chan'liang 渔业产量
'jian'she'mu'biao'ji'xiao'yi 建设目标及效益
'mei'guo'wu'tong 美国梧桐
'mu'shu'chan'ye'hua'jian'she 木薯产业化建设
'ru'tou 乳头
'mu'suan'jia 钼酸钾
'nong'chan'pin'jia'gong'chan'ye 农产品加工产业
'shui'hua'sheng'ku 水花生枯
'lin'xiang 临翔
'jue'yuan'jiao'dai 绝缘胶带
'qi'fen'guan 七分管
'gai'ce 改厕
'gong'zuo'zuo'feng 工作作风
'luo'ye'song 落叶松
'wu'gong'hai 无公害
'zhuang'ru 装入
'shi'xi'tiao'jian 实习条件
'you'jing'yan'de 有经验的
'kao'gu'xue'jia 考古学家
'da'long'fen'ji 大隆粉剂
'ling'yang 羚羊
'huang'hai'mei 黄海梅
'ming'xian 明显
'ya'an'liu'lin 亚胺硫磷
'gua'pai'shou'liang 挂牌收粮
'ge'mo 隔膜
'sheng'chan'di'yi'xian 生产第一线
'xian'qi 掀起
'peng'mei'fei 硼镁肥
'tie'chang 铁厂
'chi'xu'zeng'jia 持续增加
'tu'shu'guan'xue 图书馆学
'fa'xing'ren 发行人
'fu'zhi'zhi 腐殖质
'mai'huang'xi'jiang'chong 麦黄吸浆虫
'tian'qi're 天气热
'ben'piao 本票
'bao'qi'chi 曝气池
'gai'jiu 改厩
'xin'ma'er'sa'si'zhu'yi 新马尔萨斯主义
'kuo'ye'san 阔叶散
'zhi'ma 芝麻
'xia'xing'lie'che 下行列车
'dao'wen'qing 稻瘟清
'si'fa'bu 司法部
'nong'yao'hua'yan 农药化验
'ti'gao 提高
'que'man'te 炔螨特
'ti'gong'wu'can 提供午餐
'mai'zhi'zhu 麦蜘蛛
'fei'chi'jiu'xing'bing'du 非持久性病毒
'yun'nan'nong'ye'da'xue 云南农业大学
'dang'di 当地
'wo'pu'piao 卧铺票
'wai'hui'dui'huan'quan 外汇兑换券
'zai'qu 灾区
'ji'fen 鸡粪
'lei'ji'wan'cheng 累计完成
'luo'guang'zhao 罗光照
'dian'zi'xin'xi'ke'xue'yu'ji'shu 电子信息科学与技术
'geng'di'he'ji 耕地合计
'fen'li'pin'bo 奋力拼搏
'gui'you 癸酉
'ji'zhong'hua'sheng'chan 集中化生产
'jian'li'zhan 监理站
'ling'dao'ban'zi'huo'dong 领导班子活动
'pi'fa'jia 批发价
'xi'pu 系谱
'zhan'suo 站所
'chuan'shan'jia 穿山甲
'nong'zuo'wu'xin'pin'zhong 农作物新品种
'jiao'yu'bu 教育部
'ju'zi'shui 桔子水
'pi'pa 枇杷
'bing'chong'yuan 病虫源
'mian'ma'mao'chu'jia'gong'she'bei 棉麻毛初加工设备
'ren'gong'shou'fen 人工授粉
'xin'xi'an'quan'zhuan'men'hua 信息安全专门化
'du'song'zi'jiu 杜松子酒
'zou'shang 走上
