'a'ke'tai 阿克泰
'tai'an'lian'he'sheng'wu'hua'xue'ke'ji'you'xian'gong'si 泰安联合生物化学科技有限公司
'tai'an'liu'lin 酞胺硫磷
'tai'hu'xian'zhuo'chuang'hua'gong'you'xian'ze'ren'gong'si 太湖县卓创化工有限责任公司
'tai'ku'suan 酞枯酸
'tai'wan'guang'hua'hua'xue'gu'fen'you'xian'gong'si 台湾光华化学股份有限公司
'tan'lv'ling 碳氯灵
'tao'shi'yi'nong 陶氏益农
'tao'shi'yi'nong'yin'du'si'ren'you'xian'gong'si 陶氏益农印度私人有限公司
'te'ding'liu'lin 特丁硫磷
'ti'mie'wei 涕灭威
'tu'jun'ling 土菌灵
'tu'mei'su 土霉素
'wei'bai'mu 威百亩
'wen'ku'bing 纹枯病
'wen'ying'mi 蚊蝇醚
'wo'cao'tong 肟草酮
'wo'jun'zhi 肟菌酯
'wo'liu'lin 肟硫磷
'wo'man'zhi 肟螨酯
'wu'han'jin'ke'sheng'wu'ji'shu'you'xian'gong'si 武汉金科生物技术有限公司
'wu'hu'shi'duo'wei'nong'hua'you'xian'ze'ren'gong'si 芜湖市多威农化有限责任公司
'wu'huan'long 戊环隆
'wu'huan'zuo 戊环唑
'wu'suan'qing'mi'zhi 戊酸氰醚酯
'wu'yi'mei'su 武夷霉素
'wu'zuo'chun 戊唑醇
'xi'ban'ya'lai'wen'te'nong'hua'you'xian'gong'si 西班牙莱文特农化有限公司
'xi'bing'ben'sai'zuo 烯丙苯噻唑
'xi'cao'tong 烯草酮
'xi'chong'zhi 烯虫酯
'xi'ding'chong'an 烯啶虫胺
'xi'he'ding 烯禾定
'xi'jun'tong 烯菌酮
'xi'jun'xing'ji'fu'bing 细菌性基腐病
'xi'jun'xing'tiao'ban'bing 细菌性条斑病
'xi'wo'jun'an 烯肟菌胺
'xi'wo'jun'zhi 烯肟菌酯
'xi'xian'ma'lin 烯酰吗啉
'xi'xiao'zuo 烯效唑
'xi'zuo'chun 烯唑醇
'xia'men'shi'xiang'qiu'ri'yong'hua'gong'you'xian'gong'si 厦门市象球日用化工有限公司
'xian'an'lin 酰胺磷
'xian'an'zuo 酰胺唑
'xian'mi'huang'long 酰嘧磺隆
'xian'zheng'da 先正达
'xian'zheng'da'nan'tong'zuo'wu'bao'hu'you'xian'gong'si 先正达南通作物保护有限公司
'xian'zheng'da'zuo'wu'bao'hu'you'xian'gong'si 先正达作物保护有限公司
'xiang'gang'gao'li'man'you'xian'gong'si 香港高利曼有限公司
'xiang'gang'sha'li'gong'si 香港莎莉公司
'xiang'gang'ying'he'yang'hang'zhong'guo'you'xian'gong'si 香港英和洋行中国有限公司
'xiao'qiu'jun'he'bing 小球菌核病
'xie'wen'ye'e 斜纹夜蛾
'xin'jia'po'li'nong'si'ren'you'xian'gong'si 新加坡利农私人有限公司
'xin'liu'lin 辛硫磷
'xin'xi'lan'ta'la'na'qi'hua'xue'you'xian'gong'si 新西兰塔拉纳奇化学有限公司
'xin'yan'jian 新烟碱
'xin'yi'sheng'feng'hua'gong'you'xian'gong'si 新沂圣丰化工有限公司
'xiu'ben'lin 溴苯磷
'xiu'chong'jing 溴虫腈
'xiu'fen'wo 溴酚肟
'xiu'fu'ju'zhi 溴氟菊酯
'xiu'man'zhi 溴螨酯
'xiu'mie'ju'zhi 溴灭菊酯
'xiu'qing'ju'zhi 溴氰菊酯
'xiu'shu'an 溴鼠胺
'xue'gen'jian 血根碱
'ya'an'liu'lin 亚胺硫磷
'ya'bao'gan'jun 芽孢杆菌
'ya'mie'lin 蚜灭磷
'yan'cheng'su'bin'sheng'wu'nong'hua'you'xian'gong'si 盐城诉滨生物农化有限公司
'yan'jian 烟碱
'yan'mi'huang'long 烟嘧磺隆
'yang'hua'ku'shen'jian 氧化苦参碱
'yang'hua'ya'tong 氧化亚铜
'yang'le'guo 氧乐果
'ye'ku'zuo 叶枯唑
'yi'ai'ji 异艾剂
'yi'ban'lin 乙拌磷
'yi'ban'lin 异拌磷
'yi'bing'an'lin 异丙胺磷
'yi'bing'cao'an 异丙草胺
'yi'bing'ding 异丙定
'yi'bing'jia'cao'an 异丙甲草胺
'yi'bing'lin 异丙磷
'yi'bing'liu'huan 异丙硫环
'yi'bing'long 异丙隆
'yi'bing'sai 异丙噻
'yi'bing'san'zuo'lin 异丙三唑磷
'yi'bing'wei 异丙威
'yi'cao'an 乙草胺
'yi'cao'lin 抑草磷
'yi'chong'jing 乙虫腈
'yi'chong'jing 抑虫肼
'yi'da'li'ai'ge'wen'sheng'ming'ke'xue'you'xian'gong'si 意大利艾格汶生命科学有限公司
'yi'dao'wen'jing 异稻瘟净
'yi'di'ti 乙滴涕
'yi'e'cao'tong 异噁草酮
'yi'e'long 异恶隆
'yi'ji'tuo'bu'jin 乙基托布津
'yi'ji'yi'liu'lin 乙基异柳磷
'yi'jun'niao 异菌脲
'yi'kui'dan 异喹丹
'yi'lin'lv 乙磷铝
'yi'lin'lv'meng'xin 乙磷铝锰锌
'yi'lin'suan 乙膦酸
'yi'liu'ben'wei 乙硫苯威
'yi'liu'lin 乙硫磷
'yi'man'zuo 乙螨唑
'yi'mei'an 抑霉胺
'yi'mei'wei 抑霉威
'yi'mei'zuo 抑霉唑
'yi'mi'fen 乙嘧酚
'yi'mie'wei 异灭威
'yi'qing'ju'zhi 乙氰菊酯
'yi'se'lie'a'gan'hua'xue'gong'si 以色列阿甘化学公司
'yi'se'lie'ma'ke'xi'mu'hua'xue'gong'si 以色列马克西姆化学公司
'yi'se'lie'xiu'hua'xue'you'xian'gong'si 以色列溴化学有限公司
'yi'shi'jing 抑食肼
'yi'suan'su 乙蒜素
'yi'wei'jun'su 依维菌素
'yi'wu'qing'suan'zhi 异戊氰酸酯
'yi'xi'jun'he'li 乙烯菌核利
'yi'xian'jia'an'lin 乙酰甲胺磷
'yi'zhi'sha'man'chun 乙酯杀螨醇
'yi'zuo'lin 异唑磷
'yin'chong'wei 茚虫威
'yin'du'bi'lai'ge'gong'ye'you'xian'gong'si 印度比莱格工业有限公司
'yin'du'he'run'bao'gong'ye'you'xian'gong'si 印度禾润保工业有限公司
'yin'du'li'nong'shi'ye'you'xian'gong'si 印度利农实业有限公司
'yin'du'lian'he'lin'hua'wu'you'xian'gong'si 印度联合磷化物有限公司
'yin'du'mai'ke'ma'li'hua'xue'you'xian'gong'si 印度麦克玛利化学有限公司
'yin'du'mi'su'you'xian'gong'si 印度米苏有限公司
'yin'du'yi'ke'sheng'zuo'wu'hu'li'you'xian'gong'si 印度伊克胜作物护理有限公司
'yin'lian'su 印楝素
'yin'xing'fen 银杏酚
'ying'guo'ai'xi'yi'guo'ji'you'xian'gong'si 英国艾喜益国际有限公司
'ying'guo'xian'zheng'da'you'xian'gong'si 英国先正达有限公司
'you'chong'xi 诱虫烯
'you'ji'gui 有机硅
'you'miao'qi 幼苗期
'you'suan 油酸
'you'xian'gong'si 有限公司
'you'xian'ze'ren'gong'si 有限责任公司
'yu'teng'tong 鱼藤酮
'zao'suan'bing'er'chun'zhi 澡酸丙二醇酯
'zao'suan'bing'er'chun'zhi 藻酸丙二醇酯
'zhe'jiang'xin'nong'hua'gong'gu'fen'you'xian'gong'si 浙江新农化工股份有限公司
'zhen'jiang'jian'su'nong'yao'hua'gong'you'xian'gong'si 镇江建苏农药化工有限公司
'zhi'ming'lin 治螟磷
'zhong'ding'ling 仲丁灵
'zhong'ding'wei 仲丁威
'zhong'gang'tai'fu'gao'ke'ji'you'xian'gong'si 中港泰富高科技有限公司
'zhong'guo'ke'xue'yuan'sheng'tai'huan'jing'yan'jiu'zhong'xin 中国科学院生态环境研究中心
'zhong'guo'ke'xue'yuan'wu'han'bing'du'yan'jiu'suo 中国科学院武汉病毒研究所
'zhong'guo'nong'ke'yuan'yan'cao'yan'jiu'suo'zhi'bao'shi 中国农科院烟草研究所植保室
'zhong'guo'nong'ke'yuan'zhi'bao'suo 中国农科院植保所
'zhong'guo'nong'ye'ke'xue'yuan'yuan'zi'neng'li'yong'yan'jiu 中国农业科学院原子能利用研究
'zhong'shan'fu'shi'hua'gong'you'xian'gong'si 中山富士化工有限公司
'zhong'sheng'mei'su 中生霉素
'zhong'zhong'ji'tuan'nong'ye'hua'xue'you'xian'gong'si 中种集团农业化学有限公司
'zi'gan'bing 紫秆病
'zuo'chong'xian'an 唑虫酰胺
'zuo'jun'jing 唑菌腈
'zuo'jun'ling 唑菌灵
'zuo'jun'qing 唑菌清
'zuo'jun'zhi 唑菌酯
'zuo'man'zhi 唑螨酯
'zuo'wen'tong 唑瘟酮
'zuo'ya'wei 唑蚜威
