'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'ji'zhe'cai'fang 记者采访
'ji'zhe'xi 记者席
'ji'zhe'zhao'dai'hui 记者招待会
'ji'zhi'bo 机制钵
'ji'zhu 脊柱
'ji'zhu 记住
'ji'zhu'fan'wei 寄主范围
'ji'zhu'xuan'ze'xing 寄主选择性
'ji'zhu'zhi'wu 寄主植物
'jia'cai'se 假彩色
'jia'che'tao'yi 驾车逃逸
'jia'chen 甲辰
'jia'chi 假齿
'jia'chong 甲虫
'jia'chu'gai'liang'gong'zuo'zhan 家畜改良工作站
'jia'dai 加代
'jia'dai 夹带
'jia'fa'qi 加法器
'jia'ge'dong'jie 价格冻结
'jia'ge'kong'zhi 价格控制
'jia'ge'shang'zhang 价格上涨
'jia'ge'xia'jiang 价格下降
'jia'guo 荚果
'jia'ji'liu'jun'ling 甲基硫菌灵
'jia'ji'tuo'bu'jin 甲基托布津
'jia'jie 嫁接
'jia'jie'jie'he'bu 嫁接结合部
'jia'ke 茄科
'jia'ke'lei 甲壳类
'jia'ku'bing 荚枯病
'jia'lian 价廉
'jia'ming 荚螟
'jia'qian 夹钳
'jia'qin 家禽
'jia'qing'lin 贾庆林
'jia're 加热
'jia're'xi'tong 加热系统
'jia'rou'mian'bao 夹肉面包
'jia'shen 甲申
'jia'shi 驾驶
'jia'shi 嘉实
'jia'shi'xi 驾驶席
'jia'shi'yuan 驾驶员
'jia'shi'zhi'zhao 驾驶执照
'jia'shu 荚数
'jia'shu 家鼠
'jia'shuang'ling 甲霜灵
'jia'shuang'ling'meng'xin 甲霜灵锰锌
'jia'su 加速
'jia'ting'jiao'shi 家庭教师
'jia'ting'jie'ti 家庭解体
'jia'ting'yan'hui 家庭宴会
'jia'ting'zuo'ye 家庭作业
'jia'wan 甲烷
'jia'wu 甲午
'jia'xi'xuan'ze 家系选择
'jia'xian'niao'lei 甲酰脲类
'jia'xing'xiao'ying 加性效应
'jia'xu 甲戌
'jia'yan'xiao'lv'ye'chan 假眼小绿叶蝉
'jia'ye'ming 荚野螟
'jia'yin 甲寅
'jia'you 加油
'jia'you'beng 加油泵
'jia'you'gong 加油工
'jia'yun 甲晕
'jia'zai 加载
'jia'zhi 假植
'jia'zhi'gao 价值高
'jia'zhu'tao 夹竹桃
'jia'zi 甲子
'jian'bie'li 鉴别力
'jian'cao'ji 剪草机
'jian'cha'bu 监察部
'jian'cha'yuan 检查员
'jian'chi'ke'xue'fa'zhan'guan 坚持科学发展观
'jian'chu 间除
'jian'chuan 剑川
'jian'chuan'xian 剑川县
'jian'dan 煎蛋
'jian'dan'juan 煎蛋卷
'jian'dang'jie 建党节
'jian'ding'xin'xin 坚定信心
'jian'du'cheng'xu 监督程序
'jian'duan'fen'bu 间断分布
'jian'duan'xing'bian'liang 间断性变量
'jian'dui'jie 舰队街
'jian'fu'zhe 肩负着
'jian'ge 间隔
'jian'ge'qi 间隔期
'jian'gong 监工
'jian'guan'jie 肩关节
'jian'hei'fen'bing 坚黑粉病
'jian'hei'sui'bing 坚黑穗病
'jian'hua 碱化
'jian'ji 剪辑
'jian'jia'gu 肩胛骨
'jian'jie 剪接
'jian'jie'cheng'ben 间接成本
'jian'jie'fei'yong 间接费用
'jian'jing 剑粳
'jian'lan 剑兰
'jian'li'zhan 监理站
'jian'ma 剑麻
'jian'mi 间密
'jian'pai 减排
'jian'piao'chu 检票处
'jian'qian 剪钳
'jian'shan 尖山
'jian'she'ju 建设局
'jian'she'wan'dou 箭舌豌豆
'jian'she'zhong'guo'te'se'she'hui'zhu'yi 建设中国特色社会主义
'jian'shi'qi 监视器
'jian'shui 建水
'jian'shui'xian 建水县
'jian'tao'zuo 间套作
'jian'tu 碱土
'jian'wen 建文
'jian'wen'di 建文帝
'jian'wen'huang'di 建文皇帝
'jian'xian'qian 剪线钳
'jian'xie'fu'zhao 间歇辐照
'jian'xing 践行
'jian'xing 碱性
'jian'xing'tu 碱性土
'jian'ye'bing 剑叶病
'jian'yi 建议
'jian'yi'shu 建议书
'jian'yin 渐隐
'jian'yong'xing 兼用型
'jian'yu 鲣鱼
'jian'yu 剑鱼
'jian'yu'ci 鉴于此
'jian'zha 煎炸
'jian'zhong 间种
'jian'zhu 箭猪
'jian'zhu'gong'cheng'dui 建筑工程队
'jian'zhu'gong'ren 建筑工人
'jian'zhu'kai'gong 建筑开工
'jian'zhu'shi 建筑师
'jian'zhu'te'se 建筑特色
'jian'zhu'wu 建筑物
'jian'zhu'wu'zheng'mian 建筑物正面
'jian'zhu'xue 建筑学
'jian'zhuang'miao 健壮苗
'jian'zi 剪子
'jian'zuo 间作
'jiang'cheng 江城
'jiang'cheng'ha'ni'zu'yi'zu'zi'zhi'xian 江城哈尼族彝族自治县
'jiang'cheng'xian 江城县
'jiang'chuan 江川
'jiang'chuan'xian 江川县
'jiang'dou 豇豆
'jiang'guo 浆果
'jiang'nong'die 姜弄蝶
'jiang'qi 浆砌
'jiang'qi'kuai'shi 浆砌块石
'jiang'shi 降湿
'jiang'shui 降水
'jiang'shui'qiang'du 降水强度
'jiang'shui'zheng'fa'bi 降水蒸发比
'jiang'xi'hui 讲习会
'jiang'xin'dao 江心岛
'jiang'xue 降雪
'jiang'xue'jin 奖学金
'jiang'yu 降雨
'jiang'yu 江鱼
'jiao'ai 较矮
'jiao'ban 交办
'jiao'ban'bang 搅拌棒
'jiao'ban'bing 角斑病
'jiao'ban'bing 焦斑病
'jiao'ban'che 搅拌车
'jiao'bei 脚背
'jiao'cha'jian'cha 交叉检查
'jiao'cha'li'geng 交叉犁耕
'jiao'cha'shuang'bi 交叉双臂
'jiao'chang 较长
'jiao'da 较大
'jiao'di 脚底
'jiao'di 较低
'jiao'duan 较短
'jiao'gan 较干
'jiao'gao 较高
'jiao'guang 较广
'jiao'guo 角果
'jiao'hou'gen 脚后跟
'jiao'huan'liang 交换量
'jiao'huan'xing'yan'ji 交换性盐基
'jiao'huo'fu'xian 交货付现
'jiao'jie 交界
'jiao'jie'dian 交结点
'jiao'jing'da'dui 交警大队
'jiao'ju 焦距
'jiao'la'jie 角蜡蚧
'jiao'ling 教龄
'jiao'ni 胶泥
'jiao'ni'tian 胶泥田
'jiao'ni'tu 胶泥土
'jiao'nv 娇女
'jiao'pian 胶片
'jiao'pian'jia 胶片夹
'jiao'qian 较浅
'jiao'ru 胶乳
'jiao'ru'qi 搅乳器
'jiao'shen 较深
'jiao'shi 较湿
'jiao'shi 教师
'jiao'shi 浇施
'jiao'shi 礁石
'jiao'shou'jia 脚手架
'jiao'tang 教堂
'jiao'ti 交替
'jiao'tong'an'quan'dao 交通安全岛
'jiao'tong'biao'zhi 交通标志
'jiao'tong'deng 交通灯
'jiao'tong'du'se 交通堵塞
'jiao'tong'fa'gui 交通法规
'jiao'tong'jing 交通警
'jiao'tong'jing'cha 交通警察
'jiao'tong'ju 交通局
'jiao'tong'yun'shu 交通运输
'jiao'tong'yun'shu'bu 交通运输部
'jiao'tong'zhi'hui'deng 交通指挥灯
'jiao'tou 浇透
'jiao'tou'shui 浇透水
'jiao'wu'zhang 教务长
'jiao'xiao 角枭
'jiao'xue'ri 教学日
'jiao'yan'shi 教研室
'jiao'yan'shu'wei 校验数位
'jiao'you 交由
'jiao'yu'bu 教育部
'jiao'yu'gong'zuo'zhe 教育工作者
'jiao'yu'huo'dong 教育活动
'jiao'yu'ju 教育局
'jiao'yu'yue 教育月
'jiao'zhang'xin 脚掌心
'jiao'zhao 茭爪
'jiao'zheng 校正
'jiao'zhi 脚趾
'jiao'zhi'dong'qi 脚制动器
'jie'ben 节本
'jie'ben'zeng 节本增
'jie'cai 芥菜
'jie'cai'lei'shu'cai 芥菜类蔬菜
'jie'chu 揭除
'jie'chuang 疥疮
'jie'dai'chu 接待处
'jie'dai'fei 接待费
'jie'dai'shi 接待室
'jie'dai'yuan 接待员
'jie'dao'qing'sao 街道清扫
'jie'dao'qing'sao'che 街道清扫车
'jie'deng 街灯
'jie'diao 揭掉
'jie'dong 解冻
'jie'duan'fa'yu 阶段发育
'jie'dui 结对
'jie'dui'bang'fu 结对帮扶
'jie'fang 借方
'jie'fang'cha'e 借方差额
'jie'fang'si'xiang 解放思想
'jie'fang'si'xiang'da'tao'lun 解放思想大讨论
'jie'fang'yu'e 借方余额
'jie'gan 秸秆
'jie'gan'hai'tian 秸秆还田
'jie'gu'mu 接骨木
'jie'guo'fei 结果肥
'jie'guo'qi 结果期
'jie'guo'xi'xing 结果习性
'jie'guo'zhi 结果枝
'jie'he'bing 结核病
'jie'he'wo'xian'shi'ji 结合我县实际
'jie'hun'deng'ji 结婚登记
'jie'hun'nian'ling 结婚年龄
'jie'hun'yan'hui 结婚宴会
'jie'hun'zheng 结婚证
'jie'jia 结荚
'jie'jia'lv 结荚率
'jie'jia'qi 结荚期
'jie'jian 节间
'jie'jiao 街角
'jie'jue 孑孓
'jie'kang'ti 拮抗体
'jie'kang'xiao'ying 拮抗效应
'jie'kuan 借款
'jie'kuan'ren 借款人
'jie'mo 芥末
'jie'mo 揭膜
'jie'mu'zhi'zuo 节目制作
'jie'mu'zhi'zuo'zhe 节目制作者
'jie'neng'jian'pai 节能减排
'jie'qing 节庆
'jie'qiu 结球
'jie'qiu'wo'ju 结球莴苣
'jie'qu 街区
'jie'shang'li'he'qi 接上离合器
'jie'shi'lv 结实率
'jie'shu 结薯
'jie'suan 芥酸
'jie'ti'jiao'shi 阶梯教室
'jie'xin'zhuan'pan 街心转盘
'jie'xing'ye'man 截形叶螨
'jie'xing'ye'wo 截形叶蜗
'jie'ya 接芽
'jie'yue'xing 节约型
'jin'cao 荩草
'jin'chi'que 金翅雀
'jin'chu'kou'shang'pin 进出口商品
'jin'cou'xing 紧凑型
'jin'cun 进村
'jin'dao'long 金稻龙
'jin'fa 金发
'jin'gang'ying'wu 金刚鹦鹉
'jin'guang'deng 近光灯
'jin'gui'jia 金龟甲
'jin'gui'zi 金龟子
'jin'he'huan'shu 金合欢树
'jin'hu 金琥
'jin'huo 进货
'jin'huo'jia'ge 进货价格
'jin'jiao'qu 近郊区
'jin'jiao'xi'shu 近交系数
'jin'jing 近景
'jin'kou'shang 进口商
'jin'mao 金猫
'jin'ning 晋宁
'jin'ning'xian 晋宁县
'jin'ning'xiao'li'dou 晋宁小粒豆
'jin'ping 金平
'jin'ping'miao'zu'yao'zu'dai'zu'zi'zhi'xian 金平苗族瑶族傣族自治县
'jin'ping'xian 金平县
'jin'qi 近期
'jin'qian'song 金钱松
'jin'qiang'yu 金枪鱼
'jin'ri 今日
'jin'se'gou'wei'cao 金色狗尾草
'jin'sha 金沙
'jin'sha'jiang 金沙江
'jin'shi 禁食
'jin'shu'huang'yang 锦熟黄杨
'jin'shui'guan 进水管
'jin'si'que 金丝雀
'jin'wo 紧握
'jin'xian'chong'bing 金线虫病
'jin'xiao'feng 金小蜂
'jin'yin'hua 金银花
'jin'yin'mu 金银木
'jin'yu'cao 金鱼草
'jin'zao 今早
'jin'zhan'hua 金盏花
'jin'zhen'chong 金针虫
'jin'zhen'chong'lei 金针虫类
'jin'zhi'diao'tou 禁止掉头
'jin'zhi'jin'ze 尽职尽责
'jin'zhi'kan'xing 禁止刊行
'jin'zhi'ting'che 禁止停车
'jin'zhi'tong'xing 禁止通行
'jin'zhi'you'zhuan'wan 禁止右转弯
'jing'an'suan 精氨酸
'jing'bu 茎部
'jing'cha'ju'zhang 警察局长
'jing'chang 净长
'jing'chang'hua 经常化
'jing'che 警车
'jing'dan 靖单
'jing'dao 粳稻
'jing'dian'ku'bing 茎点枯病
'jing'dong 景东
'jing'dong'xian 景东县
'jing'dong'yi'zu'zi'zhi'xian 景东彝族自治县
'jing'du 经度
'jing'fang 竞放
'jing'fei'zi'ji 经费自给
'jing'fu'bing 茎腐病
'jing'gan 茎秆
'jing'gang'mei'su 井冈霉素
'jing'gu 景谷
'jing'gu'dai'zu'yi'zu'zi'zhi'xian 景谷傣族彝族自治县
'jing'gu'xian 景谷县
'jing'hei'dian'bing 茎黑点病
'jing'hong 景洪
'jing'hong'shi 景洪市
'jing'hua'ji 净化剂
'jing'ji 茎基
'jing'ji 经济
'jing'ji'bo'dong 经济波动
'jing'ji'di'li 经济地理
'jing'ji'fa'zhan 经济发展
'jing'ji'fu'bing 茎基腐病
'jing'ji'fu'yuan 经济复原
'jing'ji'kuan 茎基宽
'jing'ji'lin'guo 经济林果
'jing'ji'ping'heng 经济平衡
'jing'ji'qu'dao 经济渠道
'jing'ji'qu'shi 经济趋势
'jing'ji'quan'qiu'hua 经济全球化
'jing'ji'ren 经纪人
'jing'ji'shuai'tui 经济衰退
'jing'ji'wei'yuan'hui 经济委员会
'jing'ji'wen'ding 经济稳定
'jing'ji'xiao'yi 经济效益
'jing'ji'xing'shi 经济形势
'jing'ji'xue 经济学
'jing'ji'xue'jia 经济学家
'jing'ji'yu'zhi 经济阈值
'jing'ji'zheng'ce 经济政策
'jing'ji'zuo'wu 经济作物
'jing'ji'zuo'wu'ji'shu'tui'guang'zhan 经济作物技术推广站
'jing'jia 净价
'jing'jian 茎尖
'jing'jie 茎节
'jing'jie'cai 茎芥菜
'jing'jiu'ge 敬酒歌
'jing'ku'bing 茎枯病
'jing'kuan 净宽
'jing'liu 径流
'jing'mai 静脉
'jing'man 茎蔓
'jing'mi'bo'zhong'ji 精密播种机
'jing'mi'ji'shi'qi 精密计时器
'jing'ming 茎螟
'jing'pin 竞聘
'jing'pin 精品
'jing'qi'shuai'tui 景气衰退
'jing'qi'ting'zhi 景气停滞
'jing'shen 景深
'jing'shen'bing 精神病
'jing'shen'bing'yuan 精神病院
'jing'shen'dong'li 精神动力
'jing'shen'shi'zhi 精神实质
'jing'shi'jiao'yu 警示教育
'jing'shou'ru 净收入
'jing'ti'di'bai'chong 晶体敌百虫
'jing'wen'di'lao'hu 警纹地老虎
'jing'xian 经线
'jing'xian'chong'bing 茎线虫病
'jing'xiang 镜箱
'jing'xiang'jia 茎象甲
'jing'xiao'shang 经销商
'jing'xuan 精选
'jing'ye 茎叶
'jing'ye'bi 茎叶比
'jing'yi'bing 茎疫病
'jing'ying'fei'yong 经营费用
'jing'ying'ti'zhi 经营体制
'jing'zheng'de 竞争的
'jing'zheng'li 竞争力
'jing'zheng'neng'li 竞争能力
'jing'zheng'shang'gang 竞争上岗
'jing'zheng'zhe 竞争者
'jing'zhi 静止
'jing'zhi 竞职
'jing'zhong 净种
'jing'zhong'chang'ming 警钟长鸣
'jing'zi 镜子
'jing'zuo 经作
'jing'zuo'suo 经作所
'jing'zuo'zhan 经作站
'jiu'ba'jian 酒吧间
'jiu'cai 韭菜
'jiu'cai'qu 韭菜蛆
'jiu'cheng 酒城
'jiu'cong 韭葱
'jiu'fei 厩肥
'jiu'ge 酒歌
'jiu'hou'kai'che 酒后开车
'jiu'hu'che 救护车
'jiu'huang 救荒
'jiu'huang'zuo'wu 救荒作物
'jiu'huo'dian 旧货店
'jiu'jing'ce'ding'ji 酒精测定计
'jiu'jing'zhi'biao 酒精指标
'jiu'san'xue'she 九三学社
'jiu'wo 酒涡
'jiu'yan 酒宴
'jiu'ye 酒椰
'jiu'ying 厩蝇
'jiu'yuan'che'liang 救援车辆
'jiu'zheng'cuo'wu 纠正错误
'jiu'zhu 救助
'jiu'zhuang 酒庄
'ju'bing'xi 聚丙烯
'ju'chong'ji 拒虫剂
'ju'feng 飓风
'ju'gu'dao 锯谷盗
'ju'guang'deng 聚光灯
'ju'he'guo 聚合果
'ju'he'wu 聚合物
'ju'he'za'jiao 聚合杂交
'ju'hua 菊花
'ju'hua'ying'wen 菊花瘿蚊
'ju'huang'fen'shi 桔黄粉虱
'ju'ju'ruan'fu'bing 菊苣软腐病
'ju'jue 咀嚼
'ju'ma'ru'you 菊马乳油
'ju'min'qu 居民区
'ju'min'wei'yuan'hui 居民委员会
'ju'mo'chang'chun 巨膜长蝽
'ju'qian'ye'ying 菊潜叶蝇
'ju'san 聚伞
'ju'san'hua'xu 聚伞花序
'ju'shou 举手
'ju'tian'niu 菊天牛
'ju'xiao'chang'guan'ya 菊小长管蚜
'ju'yuan 枸橼
'ju'zhi 菊酯
'ju'zhi'lei 菊酯类
'ju'zhu'dan'yuan 居住单元
'ju'zhu'zhe 居住者
'ju'zi'jiang 桔子酱
'ju'zi'shui 桔子水
'ju'zi'yuan'zhi 桔子原汁
'ju'zuo'jia 剧作家
'juan'dan 卷丹
'juan'qu'bing 卷曲病
'juan'suo'fa 卷缩发
'juan'xin'cai 卷心菜
'juan'ye 卷叶
'juan'ye'e 卷叶蛾
'juan'ye'qi 卷叶期
'jue'bi 绝壁
'jue'ding'xi'shu 决定系数
'jue'dui'shi'du 绝对湿度
'jue'tu 掘土
'jue'xue'ji 掘穴机
'jue'yi'cao'an 决议草案
'jue'yuan'jiao'dai 绝缘胶带
'jun'bing 菌柄
'jun'chong'qing 菌虫清
'jun'da'cai'guo'jiao'bing 君达菜果脚病
'jun'dai 菌袋
'jun'du'qing 菌毒清
'jun'gai 菌盖
'jun'he'bing 菌核病
'jun'he'gan'fu'bing 菌核秆腐病
'jun'he'jing 菌核净
'jun'mo 菌膜
'jun'si'ti 菌丝体
'jun'tiao 菌条
'ka'che 卡车
'ka'di'la'ke 卡迪拉克
'ka'fei'dou'xiang 咖啡豆象
'ka'fei'guo'xiao'du 咖啡果小蠹
'ka'fei'hu'tian'niu 咖啡虎天牛
'ka'fei'mu'nang'e 咖啡木囊蛾
'ka'gui 卡规
'ka'kou'deng'pao 卡口灯泡
'ka'pan 卡盘
'ka'pian'chuan'kong'ji 卡片穿孔机
'ka'pian'yue'du'ji 卡片阅读机
'ka'qi'se 卡其色
'ka'si'ke 卡死克
'ka'ta 卡他
'ka'te'er 卡特尔
'ka'tong'pian 卡通片
'kai'chi 开匙
'kai'gong 开工
'kai'gou 开沟
'kai'guan 开关
'kai'hua'qi 开花期
'kai'ken 开垦
'kai'ken'huang'di 开垦荒地
'kai'lie 开裂
'kai'men'e 凯门鳄
'kai'mu'hui 开幕会
'kai'mu'shi 开幕式
'kai'pan 开盘
'kai'shang 开墒
'kai'tuo'jin'qu 开拓进取
'kai'wei'shi'pin 开胃食品
'kai'yuan 开远
'kai'yuan'shi 开远市
'kan'fa'zhan 看发展
'kan'mai'niang 看麦娘
'kan'qing 砍青
'kan'yi'kan 看一看
'kang'bian'ji 抗变剂
'kang'bian'se 抗变色
'kang'bing'li 抗病力
'kang'bing'li'qiang 抗病力强
'kang'bing'li'ruo 抗病力弱
'kang'bing'xing 抗病性
'kang'bing'xing'qiang 抗病性强
'kang'chong'yu'zhong 抗虫育种
'kang'dao 抗倒
'kang'dao'fu 抗倒伏
'kang'dao'fu'xing 抗倒伏性
'kang'dao'xing 抗倒性
'kang'dong 抗冻
'kang'dong'neng'li 抗冻能力
'kang'dong'su 抗冻素
'kang'feng'xing 抗风性
'kang'gao'wen 抗高温
'kang'han 抗寒
'kang'han'li 抗寒力
'kang'han'li'qiang 抗旱力强
'kang'han'li'ruo 抗旱力弱
'kang'han'neng'li 抗寒能力
'kang'nai'xin 康乃馨
'kang'ni'li 抗逆力
'kang'ti 康体
'kang'xing 抗性
'kang'xing'ji'zhi 抗性机制
'kang'xiu 抗锈
'kang'xue'qing 抗血清
'kang'ya'wei 抗蚜威
'kang'yang'hua 抗氧化
'kang'yang'ji'bao'cang 抗氧剂保藏
'kang'yao 抗药
'kang'yao'xing 抗药性
'kao'bo 烤钵
'kao'gu'xue'jia 考古学家
'kao'ji 烤鸡
'kao'jiu 烤酒
'kao'la 考拉
'kao'rou 烤肉
'kao'ru'zhu 烤乳猪
'kao'yang 烤羊
'kao'zhong 考种
'ke'bao 壳薄
'ke'cheng'biao 课程表
'ke'dui'huan'xing 可兑换性
'ke'e'bao 克蛾宝
'ke'guan'gong'zheng 客观公正
'ke'hou 壳厚
'ke'huo'liang'yong'che 客货两用车
'ke'ji'han'liang 科技含量
'ke'ji'jiao'yu'xuan'chuan'chu 科技教育宣传处
'ke'ji'jie 科技节
'ke'ji'ju 科技局
'ke'jian 课间
'ke'jiao'chu 科教处
'ke'kao 科考
'ke'ke 可可
'ke'ke'shu 可可树
'ke'ku'xue'xi 刻苦学习
'ke'lai'si'le 克莱斯勒
'ke'li 颗粒
'ke'li'fei 颗粒肥
'ke'li'fei'liao 颗粒肥料
'ke'li'gui'cang 颗粒归仓
'ke'li'ji 颗粒剂
'ke'li'sha'chong'ji 颗粒杀虫剂
'ke'li'wu'shou 颗粒无收
'ke'man'te 克螨特
'ke'nan'fen'jin 克难奋进
'ke'ni'de 可逆的
'ke'ren 客人
'ke'rong'xing 可溶性
'ke'sha'de 可杀得
'ke'shi'xing 可湿性
'ke'shi'xing'fen'ji 可湿性粉剂
'ke'shu 棵数
'ke'shuang'qing 克霜氰
'ke'tiao'shou'qian 可调手钳
'ke'tong'xing 可通行
'ke'xie 科协
'ke'xing'jia 苛性钾
'ke'xing'na 苛性钠
'ke'xue'fa'zhan'guan 科学发展观
'ke'xue'ji'shu'bu 科学技术部
'ke'xue'jia 科学家
'ke'ya'ming 克蚜螟
'ke'yong'zi'chan 可用资产
'ke'yuan 客源
'ke'yuan'shi'chang 客源市场
'ke'yuan'zi 克原子
'ke'yun'che 客运车
'ke'yun'zhan 客运站
'ke'zai'sheng 可再生
'ke'zai'sheng'neng'yuan 可再生能源
'ke'zai'sheng'zi'yuan 可再生资源
'ke'zhen'bao'ye'ku'bing 壳针孢叶枯病
'ke'zhu'jia 棵蛛甲
'ke'zhuo 课桌
'ke'zi'you'dui'huan'huo'bi 可自由兑换货币
'ken'shi 啃食
'keng'wa 坑洼
'kong'bai'shi'yan 空白试验
'kong'bi'li 空秕粒
'kong'bi'lv 空秕率
'kong'bu'pian 恐怖片
'kong'chui'zhu 孔垂柱
'kong'dan 控氮
'kong'gan 空秆
'kong'gu'gong'si 控股公司
'kong'jian'ge'li 空间隔离
'kong'jing'bing 空胫病
'kong'jing'gui 孔径规
'kong'ke 空壳
'kong'li 空粒
'kong'miao 控苗
'kong'qi'wu'ran 空气污染
'kong'qiang 空腔
'kong'que 孔雀
'kong'shui 控水
'kong'tian 控田
'kong'tiao 空调
'kong'tiao'she'bei 空调设备
'kong'tou 空头
'kong'xin'lian'zi'cao 空心莲子草
'kong'xin'zhuan 空心砖
'kong'zhi'bu'jian 控制部件
'kong'zhi'lun 控制论
'kong'zhi'qi 控制器
'kong'zhi'tai 控制台
'kong'zhong'xiao'jie 空中小姐
'kou'ke 口渴
'kou'qi 口器
'kou'shi 口试
'ku'ban 枯斑
'ku'cai'xiu'bing 苦菜锈病
'ku'cun'liang 库存量
'ku'cun'xian'jin 库存现金
'ku'gan 苦干
'ku'gua 苦瓜
'ku'ji 酷极
'ku'jia 哭嫁
'ku'ju 苦苣
'ku'ming 枯茗
'ku'nao 苦脑
'ku'qiao 苦荞
'ku'qiao'mai 苦荞麦
'ku'tang 库塘
'ku'wei'bing 枯萎病
'ku'xin 枯心
'kua'ye 跨页
'kuai'che'dao 快车道
'kuai'fa 快发
'kuai'gen 块根
'kuai'gen'zuo'wu 块根作物
'kuai'ji'bu'ce 会计簿册
'kuai'ji'jie'suan 会计结算
'kuai'ji'shi 会计师
'kuai'ji'tong'ji 会计统计
'kuai'ji'xue 会计学
'kuai'jing 块茎
'kuai'jing'bo'zhong'ji 块茎播种机
'kuai'jing'e 块茎蛾
'kuai'jing'zhi'shu 块茎指数
'kuai'jing'zuo'wu 块茎作物
'kuai'jun 块菌
'kuai'men 快门
'kuai'men'xian 快门线
'kuai'sha'ling 快杀灵
'kuai'shi 块石
'kuai'shi'mian'lu 块石面路
'kuai'zhao 快照
'kuan'dong'bai'juan'bing 款冬白绢病
'kuan'pi'ju 宽皮桔
'kuan'rong'du 宽容度
'kuan'xing 宽行
'kuan'ye'du'xing'cai 宽叶独行菜
'kuan'zhai 宽窄
'kuan'zhai'xing 宽窄行
'kuang'dian 矿电
'kuang'ke 旷课
'kuang'quan'bing 狂犬病
'kuang'quan'shui 矿泉水
'kuang'zhi'dan 矿质氮
'kui'kong 亏空
'kui'she 蝰蛇
'kui'song 馈送
'kun'jiao'hui 昆交会
'kun'ming'bai'pi'dou 昆明白皮豆
'kun'pan 昆攀
'kun'shu'ji 捆束机
'kun'wu 昆武
'kuo'cao'ke 阔草克
'kuo'kong'zuan 扩孔钻
'kuo'yin'ji 扩音机
'la'ba 喇叭
'la'ba'hua 喇叭花
'la'ding'fang'she'ji 拉丁方设计
'la'fei 腊肥
'la'gen 辣根
'la'gu 喇蛄
'la'gui'jia'zhi'ming'ya'zhong 蜡龟甲指名亚种
'la'ji'che 垃圾车
'la'ji'chu'zhi 垃圾处置
'la'ji'shou'ji 垃圾收集
'la'ji'shou'ji'gong 垃圾收集工
'la'ji'xiang 垃圾箱
'la'jiao 辣椒
'la'jiao'su 辣椒素
'la'mei'ban'qian'ying 拉美斑潜蝇
'la'mi'dou 拉米豆
'la'sheng 拉绳
'la'shi'hai 拉市海
'la'shu 蜡熟
'la'shu'mo'qi 蜡熟末期
'la'shu'qi 蜡熟期
'la'xian 拉线
'la'zhi 拉直
'la'zhi'xing 蜡质型
'la'zhi'zhuang 蜡质状
'lai'an'suan 赖氨酸
'lai'hui'piao 来回票
'lai'meng 来檬
'lai'ren'zhi'piao 来人支票
'lan'ai'bing'du'bing 蓝矮病毒病
'lan'cang 澜沧
'lan'cang'jiang 澜沧江
'lan'cang'la'hu'zu'zi'zhi'xian 澜沧拉祜族自治县
'lan'cang'xian 澜沧县
'lan'chang 烂场
'lan'chang'yu 烂场雨
'lan'chou 蓝筹
'lan'gen 烂根
'lan'hua 兰花
'lan'hua'shao'zi 兰花苕子
'lan'lv'se 蓝绿色
'lan'men 拦门
'lan'men'jiu 拦门酒
'lan'ping 兰坪
'lan'ping'bai'zu'pu'mi'zu'zi'zhi'xian 兰坪白族普米族自治县
'lan'ping'xian 兰坪县
'lan'wei 阑尾
'lan'wei'mi'ying'ye'jia 蓝尾迷萤叶甲
'lan'wei'yan 阑尾炎
'lan'ya 烂芽
'lan'yan'jing 蓝眼睛
'lan'yang 烂秧
'lan'yang'bing 烂秧病
'lan'zhong 烂种
'lao'bing 痨病
'lao'chu 捞出
'lao'dong'li'zi'yuan 劳动力资源
'lao'gong'fa 劳工法
'lao'hai 涝害
'lao'jie 老街
'lao'li'bo'dong 劳力波动
'lao'li'cheng'ben 劳力成本
'lao'nian'gu 老年谷
'lao'qi 捞起
'lao'sheng 老生
'lao'shu 老熟
'lao'shu'gua 老鼠瓜
'lao'shu'ya 老鼠牙
'lao'shu'ya'xing 老鼠牙型
'lao'ye'che 老爷车
'lao'yu'shan 落羽杉
'lao'zi 涝渍
'lao'zi'lian'he'wei'yuan'hui 劳资联合委员会
'le'si'ben 乐斯本
'le'tu 乐土
'le'yu'feng'xian 乐于奉献
'lei'gu 肋骨
'lei'jin'shui 累进税
'lei'jin'shui'zhi 累进税制
'lei'niao 雷鸟
'lei'nuo 雷诺
'lei'qi 蕾期
'lei'qi'shou'fen 蕾期授粉
'lei'tai 蕾苔
'lei'tai 蕾薹
'lei'tai'fei 蕾苔肥
'lei'tai'fei 蕾薹肥
'lei'tai'qi 蕾苔期
'leng'chuang 冷床
'leng'hai 冷害
'leng'liang 冷凉
'leng'pan 冷盘
'leng'que'shui 冷却水
'leng're 冷热
'leng're'zi'lai'shui'long'tou 冷热自来水龙头
'leng'shan 冷杉
'leng'xia 冷夏
'li'ba 梨耙
'li'chang 鳢肠
'li'chang'chun 李长春
'li'cheng'biao 里程表
'li'da 粒大
'li'dang'zhi'ben 立党之本
'li'fei 粒肥
'li'gan 沥干
'li'gou 犁沟
'li'gou 理沟
'li'he'qi'ta'ban 离合器踏板
'li'hua'wang'chun 梨花网蝽
