'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'ji'nai'qi 挤奶器
'ji'neng'pei'xun 技能培训
'ji'nian'bei 纪念碑
'ji'nian'yan'hui 纪念宴会
'ji'piao 计票
'ji'pu'che 吉普车
'ji'qi'yu'yan 机器语言
'ji'quan 极圈
'ji'rou 鸡肉
'ji'sai'zuo 几噻唑
'ji'she 鸡舍
'ji'sheng 计生
'ji'sheng'chong 寄生虫
'ji'sheng'feng 寄生蜂
'ji'sheng'gong'zuo 计生工作
'ji'sheng'gong'zuo'jing'fei 计生工作经费
'ji'sheng'gong'zuo'ren'wu 计生工作任务
'ji'sheng'wei 计生委
'ji'sheng'xing 寄生性
'ji'shi 及时
'ji'shi 记事
'ji'shi 集市
'ji'shi'gong'zi 计时工资
'ji'shi'mao'yi'jia'ge'zhi'shu 集市贸易价格指数
'ji'shi'zu'e'dao'wei 及时足额到位
'ji'shi'zu'zhi 及时组织
'ji'shu'bi'wu 技术比武
'ji'shu'fu'wu 技术服务
'ji'shu'gai'zao 技术改造
'ji'shu'gong'ren 技术工人
'ji'shu'gu'gan 技术骨干
'ji'shu'gu'wen 技术顾问
'ji'shu'lv 计数率
'ji'shu'mo'shi 技术模式
'ji'shu'qi 计数器
'ji'shu'ren'yuan 技术人员
'ji'shu'tui'guang 技术推广
'ji'shu'xuan'chuan'tui'guang 技术宣传推广
'ji'shu'yan'jiu 技术研究
'ji'shu'zhi'dao 技术指导
'ji'shu'zhuang'bei 技术装备
'ji'shu'zi'liao 技术资料
'ji'si 己巳
'ji'song'rong 姬松茸
'ji'suan 计算
'ji'suan'chi 计算尺
'ji'suan'fang'fa 计算方法
'ji'suan'ji'ke'xue'yu'ji'shu 计算机科学与技术
'ji'suan'ji'yu'yan 计算机语言
'ji'suan'mei'mu'xue'shu 计算每亩穴数
'ji'suan'qi 计算器
'ji'suan'sui'shu 计算穗数
'ji'sui'hui'zhi'yan 脊髓灰质炎
'ji'ti'jing'ji 集体经济
'ji'ti'ling'dao 集体领导
'ji'ti'nong'chang 集体农场
'ji'ti'tao'lun 集体讨论
'ji'ti'tao'lun'jue'ding 集体讨论决定
'ji'tian 极甜
'ji'tong'man'zhi 季酮螨酯
'ji'tui'gu 鸡腿菇
'ji'wan 急弯
'ji'wei 己未
'ji'wei 纪委
'ji'wei'ban 纪委办
'ji'wei'jiu 鸡尾酒
'ji'wei'jiu'hui 鸡尾酒会
'ji'wei'shu'ji 纪委书记
'ji'wen 积温
'ji'xie'chou'yang 机械抽样
'ji'xie'fang'zhi 机械防治
'ji'xie'gong'cheng'xue 机械工程学
'ji'xie'gu'zhang 机械故障
'ji'xie'hua'cha'yang 机械化插秧
'ji'xie'hua'geng'zuo 机械化耕作
'ji'xie'hua'zai'pei 机械化栽培
'ji'xie'zuan 机械钻
'ji'xin'sheng 级新生
'ji'xing'du'xing 急性毒性
'ji'xing'zheng'zhuang 急性症状
'ji'xu 继续
'ji'xu'fa'yang 继续发扬
'ji'xu'jia'qiang 继续加强
'ji'xu'jiao'yu'xue'yuan 继续教育学院
'ji'xu'jie'fang'si'xiang 继续解放思想
'ji'xu'jie'fang'si'xiang'da'tao'lun 继续解放思想大讨论
'ji'xu'zhua'hao 继续抓好
'ji'xue 积雪
'ji'xun'huo'dong 集训活动
'ji'ya'he'dai'zhi'wu'zi 积压和呆滞物资
'ji'ya'jia'gong 挤压加工
'ji'yin'ku 基因库
'ji'yin'wen'ku 基因文库
'ji'yin'xing'bu'yu 基因性不育
'ji'yin'yuan 基因源
'ji'ying 寄蝇
'ji'you 己酉
'ji'you 机油
'ji'you'jun 鸡油菌
'ji'you'xiu'qing 机油溴氰
'ji'yu 鲫鱼
'ji'yu'le 给予了
'ji'yue'geng'zuo 集约耕作
'ji'yue'hua 集约化
'ji'yue'nong'ye 集约农业
'ji'zhe 记着
'ji'zhe'cai'fang 记者采访
'ji'zhe'xi 记者席
'ji'zhe'zhao'dai'hui 记者招待会
'ji'zhi'bo 机制钵
'ji'zhong 集中
'ji'zhong'hua'sheng'chan 集中化生产
'ji'zhong'xue'xi 集中学习
'ji'zhong'yu'yang'ji'shu 集中育秧技术
'ji'zhu 脊柱
'ji'zhu 记住
'ji'zhu'fan'wei 寄主范围
'ji'zhu'xuan'ze'xing 寄主选择性
'ji'zhu'zhi'wu 寄主植物
'ji'zong 鸡枞
'ji'zong'you 鸡枞油
'ji'zuo'chun 己唑醇
'jia'an'di 甲胺敌
'jia'an'di'wei 甲胺敌畏
'jia'an'lin 甲胺磷
'jia'ban'lin 甲拌磷
'jia'cai'se 假彩色
'jia'cao'an 甲草胺
'jia'cao'mi 甲草醚
'jia'cao'qin 甲草嗪
'jia'che'tao'yi 驾车逃逸
'jia'chen 甲辰
'jia'chi 假齿
'jia'chong 甲虫
'jia'chu'gai'liang'gong'zuo'zhan 家畜改良工作站
'jia'chu'li'yong'nian'xian 家畜利用年限
'jia'chu'pin'zhong'qu'yu'gui'hua 家畜品种区域规划
'jia'chu'si'liao 家畜饲料
'jia'da'nong'ye'jie'gou'tiao'zheng'de'li'du 加大农业结构调整的力度
'jia'da'xuan'chuan 加大宣传
'jia'da'xuan'chuan'li'du 加大宣传力度
'jia'da'zhi'nong'li'du 加大支农力度
'jia'da'zi'jin'tou'ru'li'du 加大资金投入力度
'jia'da'zuo'wu'you'liang'pin'zhong'de'tui'guang'li'du 加大作物优良品种的推广力度
'jia'dai 加代
'jia'dai 夹带
'jia'di 甲敌
'jia'duo 甲多
'jia'fa'qi 加法器
'jia'fei 钾肥
'jia'fu'ju'zhi 甲氟菊酯
'jia'fu'xian'an 甲呋酰胺
'jia'fu'xian'ben'an 甲呋酰苯胺
'jia'gao 价高
'jia'ge 价格
'jia'ge'dong'jie 价格冻结
'jia'ge'kong'zhi 价格控制
'jia'ge'shang'zhang 价格上涨
'jia'ge'xia'jiang 价格下降
'jia'gong'bao'xian'zhu'yun'shu'cai 加工保鲜贮运蔬菜
'jia'gong'fan'qie 加工番茄
'jia'gong'ji'di 加工基地
'jia'gong'xing'yu'mi 加工型玉米
'jia'guo 荚果
'jia'hua'fei 假化肥
'jia'huang'chong'zong 甲磺虫腙
'jia'huang'long 甲磺隆
'jia'huang'long 甲黄隆
'jia'huang'wei 甲磺威
'jia'ji'du'si'pi 甲基毒死蜱
'jia'ji'dui'liu'lin 甲基对硫磷
'jia'ji'er'huang'long 甲基二磺隆
'jia'ji'li'ku'lin 甲基立枯磷
'jia'ji'liu'huan'lin 甲基硫环磷
'jia'ji'liu'jun'ling 甲基硫菌灵
'jia'ji'liu'jun'ling'liu 甲基硫菌灵硫
'jia'ji'liu'pu'jin 甲基硫扑津
'jia'ji'mi'ding'lin 甲基嘧啶磷
'jia'ji'shen'suan'xin 甲基胂酸锌
'jia'ji'shi'ba'xi 甲基十八烯
'jia'ji'tuo'bu'jin 甲基托布津
'jia'ji'xin'liu'lin 甲基辛硫磷
'jia'ji'yi'liu'lin 甲基异柳磷
'jia'ji'yi'zhi'lin 甲基乙酯磷
'jia'jie 嫁接
'jia'jie'jie'he'bu 嫁接结合部
'jia'jun'li 甲菌利
'jia'ku'bing 荚枯病
'jia'kuai 加快
'jia'kuai'tui'guang 加快推广
'jia'kuai'wo'xian'jian'she'xiao'kang'she'hui'bu'fa 加快我县建设小康社会步伐
'jia'kuai'wo'xian'jian'she'xiao'kang'she'hui'de'bu'fa 加快我县建设小康社会的步伐
'jia'lian 价廉
'jia'liu'lin 甲硫磷
'jia'liu'mie 甲硫灭
'jia'ma 甲马
'jia'mao'wei'lie 假冒伪劣
'jia'mao'wei'lie'nong'zi 假冒伪劣农资
'jia'mei'ling 甲霉灵
'jia'meng'su 甲猛素
'jia'mi'huang'long 甲嘧磺隆
'jia'mi'huang'long 甲醚磺隆
'jia'ming 荚螟
'jia'nai'wei 甲萘威
'jia'pai'ding 甲哌啶
'jia'pu'lin 甲扑磷
'jia'qian 夹钳
'jia'qiang 加强
'jia'qiang'dang'de'zhi'zheng'neng'li'jian'she 加强党的执政能力建设
'jia'qiang'le 加强了
'jia'qiang'li'yong 加强利用
'jia'qiang'ling'dao 加强领导
'jia'qiang'nong'cun'lao'dong'li'zhuan'yi'pei'xun'gong'zuo 加强农村劳动力转移培训工作
'jia'qiang'nong'min'pei'xun 加强农民培训
'jia'qiang'nong'yao'can'liu'an'quan'jian'ce 加强农药残留安全检测
'jia'qiang'nong'ye'ji'shu'pei'xun 加强农业技术培训
'jia'qiang'nong'ye'you'hai'sheng'wu'de'jian'ce 加强农业有害生物的监测
'jia'qiang'nong'zi'gong'ying 加强农资供应
'jia'qiang'weng 甲羟鎓
'jia'qiang'xia'xiang'pei'xun'li'du 加强下乡培训力度
'jia'qiao'lei 甲壳类
'jia'qin 家禽
'jia'qing'ju'zhi 甲氰菊脂
'jia'qing'lin 贾庆林
'jia're 加热
'jia're'xi'tong 加热系统
'jia'rou'mian'bao 夹肉面包
'jia'rui'nong 加瑞农
'jia'sai 甲噻
'jia'shen 甲申
'jia'shi 嘉实
'jia'shi 驾驶
'jia'shi'xi 驾驶席
'jia'shi'yuan 驾驶员
'jia'shi'zhi'zhao 驾驶执照
'jia'shou'mi 加收米
'jia'shu 家鼠
'jia'shu 荚数
'jia'shuang'an 甲霜安
'jia'shuang'ling 甲霜灵
'jia'shuang'ling'meng'xin 甲霜灵锰锌
'jia'shuang'meng'xin 甲霜锰锌
'jia'su 加速
'jia'ting'jiao'shi 家庭教师
'jia'ting'jie'ti 家庭解体
'jia'ting'jing'ji 家庭经济
'jia'ting'nong'chang 家庭农场
'jia'ting'yan'hui 家庭宴会
'jia'ting'zuo'ye 家庭作业
'jia'wan 甲烷
'jia'wei 甲维
'jia'wei'yan 甲维盐
'jia'wu 甲午
'jia'xi'xuan'ze 家系选择
'jia'xian'niao'lei 甲酰脲类
'jia'xiang'jun'zhi 甲香菌酯
'jia'xing'xiao'ying 加性效应
'jia'xu 甲戌
'jia'yan'xiao'lv'ye'chan 假眼小绿叶蝉
'jia'yang'chong'xian'jing 甲氧虫酰肼
'jia'yang'du'cao'an 甲氧毒草胺
'jia'yang'long 甲氧隆
'jia'yang'qin'huang'long 甲氧嗪磺隆
'jia'ye'ming 荚野螟
'jia'yi'bu'lei'gong'ye'fen'zu 甲乙部类工业分组
'jia'yin 甲寅
'jia'you 加油
'jia'you'beng 加油泵
'jia'you'gong 加油工
'jia'yun 甲晕
'jia'zai 加载
'jia'zheng'fu'wu 家政服务
'jia'zhi 价值
'jia'zhi 假植
'jia'zhi'gao 价值高
'jia'zhong'zi 假种子
'jia'zhu'tao 夹竹桃
'jia'zi 甲子
'jian'bie'li 鉴别力
'jian'cao'ji 剪草机
'jian'ce 检测
'jian'ce 监测
'jian'ce'dian 监测点
'jian'ce'he'ge'lv 检测合格率
'jian'ce'yang'pin 检测样品
'jian'ce'zhong'xin 检测中心
'jian'cha 检查
'jian'cha'bu 监察部
'jian'cha'mian'ji 检查面积
'jian'cha'yuan 检察院
'jian'cha'yuan 检查员
'jian'cheng'tou'chan 建成投产
'jian'cheng'tou'chan'dan'xiang'gong'cheng 建成投产单项工程
'jian'chi'bu'xie 坚持不懈
'jian'chi'cheng'shu'yi'ren'fa'zhan'yi'ren'de'fang'zhen 坚持成熟一人发展一人的方针
'jian'chi'ke'xue'fa'zhan'guan 坚持科学发展观
'jian'chu 间除
'jian'chuan 剑川
'jian'chuan'xian 剑川县
'jian'dan 煎蛋
'jian'dan'juan 煎蛋卷
'jian'dang'jie 建党节
'jian'ding'xin'xin 坚定信心
'jian'du 监督
'jian'du'cheng'xu 监督程序
'jian'du'jian'cha 监督检查
'jian'du'jian'cha'gong'zuo 监督检查工作
'jian'duan'fen'bu 间断分布
'jian'duan'xing'bian'liang 间断性变量
'jian'dui'jie 舰队街
'jian'fu'zhe 肩负着
'jian'ge 间隔
'jian'ge'qi 间隔期
'jian'gong 监工
'jian'guan 监管
'jian'guan'jie 肩关节
'jian'guo 坚果
'jian'hei'fen'bing 坚黑粉病
'jian'hei'sui'bing 坚黑穗病
'jian'hua 碱化
'jian'hua'jia 剪花架
'jian'ji 剪辑
'jian'jia'gu 肩胛骨
'jian'jie 剪接
'jian'jie'cheng'ben 间接成本
'jian'jie'fei'yong 间接费用
'jian'jing 剑粳
'jian'kang'fa'zhan 健康发展
'jian'kong 监控
'jian'lan 剑兰
'jian'li 建立
'jian'li'jian'quan 建立健全
'jian'li'le 建立了
'jian'li'zhan 监理站
'jian'ma 剑麻
'jian'mi 间密
'jian'pai 减排
'jian'piao'chu 检票处
'jian'qian 剪钳
'jian'qiang'de 坚强的
'jian'qing'nong'min'fu'dan 减轻农民负担
'jian'quan 健全
'jian'quan'ji'gou'he'zhi'du 健全机构和制度
'jian'shan 尖山
'jian'shao 减少
'jian'she 建设
'jian'she'de 建设的
'jian'she'di'dian 建设地点
'jian'she'gao'biao'zhun'nong'tian 建设高标准农田
'jian'she'gong'zuo 建设工作
'jian'she'he'xie'she'hui 建设和谐社会
'jian'she'ju 建设局
'jian'she'le 建设了
'jian'she'mu'biao'ji'xiao'yi 建设目标及效益
'jian'she'nei'rong 建设内容
'jian'she'nei'rong'ji'tou'zi'gu'suan 建设内容及投资估算
'jian'she'wan'dou 箭舌豌豆
'jian'she'xin'nong'cun 建设新农村
'jian'she'zhao'qi'chi 建设沼气池
'jian'she'zhong'guo'te'se'she'hui'zhu'yi 建设中国特色社会主义
'jian'shi'liu'suan'tong 碱式硫酸铜
'jian'shi'qi 监视器
'jian'shou 坚守
'jian'shu 间数
'jian'si 茧丝
'jian'si'gong'ye'yuan 茧丝工业园
'jian'si'hang'ye 茧丝行业
'jian'si'mao'yi'you'xian'gong'si 茧丝贸易有限公司
'jian'si'sheng'chan 茧丝生产
'jian'tao'zhong'ji'shu 间套种技术
'jian'tao'zuo 间套作
'jian'tu 碱土
'jian'wen 建文
'jian'wen'di 建文帝
'jian'wen'huang'di 建文皇帝
'jian'xian'qian 剪线钳
'jian'xie'fu'zhao 间歇辐照
'jian'xing 碱性
'jian'xing 践行
'jian'xing'tu 碱性土
'jian'yan 检验
'jian'yan'jian'yi 检验检疫
'jian'ye'bing 剑叶病
'jian'yi 建议
'jian'yi 检疫
'jian'yi'shu 建议书
'jian'yi'zheng'ming'bian'hao 检疫证明编号
'jian'yin 渐隐
'jian'yong'xing 兼用型
'jian'yu 剑鱼
'jian'yu 鉴于
'jian'yu 鲣鱼
'jian'yu'ci 鉴于此
'jian'zao'de 建造的
'jian'zha 煎炸
'jian'zhong 间种
'jian'zhu 箭猪
'jian'zhu'an'zhuang'gong'cheng'jia'ge'zhi'shu 建筑安装工程价格指数
'jian'zhu'gong'cheng'dui 建筑工程队
'jian'zhu'gong'ren 建筑工人
'jian'zhu'ji'xie'li'yong'lv 建筑机械利用率
'jian'zhu'ji'xie'she'bei'shi'you'neng'li 建筑机械设备实有能力
'jian'zhu'ji'xie'she'bei'shi'you'tai'shu 建筑机械设备实有台数
'jian'zhu'ji'xie'wan'hao'lv 建筑机械完好率
'jian'zhu'ji'xie'zhuang'bei'cheng'du 建筑机械装备程度
'jian'zhu'kai'gong 建筑开工
'jian'zhu'shi 建筑师
'jian'zhu'te'se 建筑特色
'jian'zhu'tu'mu'gong 建筑土木工
'jian'zhu'wu 建筑物
'jian'zhu'wu'zheng'mian 建筑物正面
'jian'zhu'xue 建筑学
'jian'zhu'ye'jing'chan'zhi 建筑业净产值
'jian'zhu'ye'tong'ji 建筑业统计
'jian'zhu'ye'zong'chan'zhi 建筑业总产值
'jian'zhuang'miao 健壮苗
'jian'zi 剪子
'jian'zuo 间作
'jiang'cai'qu'ji'ji'cuo'shi 将采取积极措施
'jiang'cheng 江城
'jiang'cheng'xian 江城县
'jiang'dou 豇豆
'jiang'dou'cun 豇豆村
'jiang'dou'shou'gou'jia 豇豆收购价
'jiang'guo 浆果
'jiang'hua 讲话
'jiang'nong'die 姜弄蝶
'jiang'qi 浆砌
'jiang'qi'kuai'shi 浆砌块石
'jiang'shi 降湿
'jiang'shui 降水
'jiang'shui'liang 降水量
'jiang'shui'qiang'du 降水强度
'jiang'shui'zheng'fa'bi 降水蒸发比
'jiang'xi'hui 讲习会
'jiang'xin'dao 江心岛
'jiang'xue 降雪
'jiang'xue'jin 奖学金
'jiang'yan'cai 酱腌菜
'jiang'yu 江鱼
'jiang'yu 降雨
'jiang'yu'chi'xu'shi'jian 降雨持续时间
'jiang'yu'liang 降雨量
'jiang'zuo 讲座
'jiao'ai 较矮
'jiao'an'tong 胶氨铜
'jiao'ban 交办
'jiao'ban'bang 搅拌棒
'jiao'ban'bing 焦斑病
'jiao'ban'bing 角斑病
'jiao'ban'che 搅拌车
'jiao'bei 脚背
'jiao'cha'jian'cha 交叉检查
'jiao'cha'li'geng 交叉犁耕
'jiao'cha'shuang'bi 交叉双臂
'jiao'chang 较长
'jiao'da 较大
'jiao'da'ti'gao 较大提高
'jiao'di 脚底
'jiao'di 较低
'jiao'duan 较短
'jiao'duo 较多
'jiao'gan 较干
'jiao'gao 较高
'jiao'guang 较广
'jiao'guo 角果
'jiao'hao'de 较好地
'jiao'hao'de'cheng'ji 较好的成绩
'jiao'hao'de'cheng'xiao 较好的成效
'jiao'hou'gen 脚后跟
'jiao'huan'liang 交换量
'jiao'huan'xing'yan'ji 交换性盐基
'jiao'huo'fu'xian 交货付现
'jiao'jie 交界
'jiao'jie'dian 交结点
'jiao'jing'da'dui 交警大队
'jiao'ju 焦距
'jiao'la'jie 角蜡蚧
'jiao'ling 教龄
'jiao'mei'su 胶霉素
'jiao'na 缴纳
'jiao'ni 胶泥
'jiao'ni'tian 胶泥田
'jiao'ni'tu 胶泥土
'jiao'nv 娇女
'jiao'pian 胶片
'jiao'pian'jia 胶片夹
'jiao'qian 较浅
'jiao'ru 胶乳
'jiao'ru'qi 搅乳器
'jiao'shen 较深
'jiao'shi 教师
'jiao'shi 浇施
'jiao'shi 礁石
'jiao'shi 较湿
'jiao'shou 教授
'jiao'shou'jia 脚手架
'jiao'tang 教堂
'jiao'ti 交替
'jiao'tong'an'quan'dao 交通安全岛
'jiao'tong'biao'zhi 交通标志
'jiao'tong'deng 交通灯
'jiao'tong'du'se 交通堵塞
'jiao'tong'fa'gui 交通法规
'jiao'tong'fang'bian 交通方便
'jiao'tong'jing 交通警
'jiao'tong'jing'cha 交通警察
'jiao'tong'ju 交通局
'jiao'tong'shu'niu 交通枢纽
'jiao'tong'yun'shu 交通运输
'jiao'tong'yun'shu'bu 交通运输部
'jiao'tong'zhi'hui'deng 交通指挥灯
'jiao'tou 浇透
'jiao'tou'shui 浇透水
'jiao'wan'bei'de 较完备的
'jiao'wu'zhang 教务长
'jiao'xiao 角枭
'jiao'xue 教学
'jiao'xue'gong'zuo 教学工作
'jiao'xue'ri 教学日
'jiao'ya'liu'suan'na 焦亚硫酸钠
'jiao'yan'shi 教研室
'jiao'yan'shu'wei 校验数位
'jiao'yan'zhong 较严重
'jiao'you 交由
'jiao'yu 教育
'jiao'yu'bu 教育部
'jiao'yu'gong'zuo'zhe 教育工作者
'jiao'yu'huo'dong 教育活动
'jiao'yu'ju 教育局
'jiao'yu'ke 教育课
'jiao'yu'shi'jian'huo'dong 教育实践活动
'jiao'yu'shi'jian'huo'dong'guan'jian'zai'zheng'gai'luo'shi 教育实践活动关键在整改落实
'jiao'yu'xuan'chuan'gong'zuo 教育宣传工作
'jiao'yu'yue 教育月
'jiao'zhang'xin 脚掌心
'jiao'zhao 茭爪
'jiao'zheng 校正
'jiao'zhi 脚趾
'jiao'zhi'dong'qi 脚制动器
'jiao'zhong'ling 搅种灵
'jie'an 结案
'jie'an'tai'su'zan'ding 捷安肽素暂定
'jie'ben 节本
'jie'ben'zeng 节本增
'jie'ben'zeng'shou 节本增收
'jie'ben'zeng'xiao 节本增效
'jie'cai 芥菜
'jie'cai'lei'shu'cai 芥菜类蔬菜
'jie'cao'an 解草安
'jie'cao'ding 解草啶
'jie'cao'tong 解草酮
'jie'cao'wan 解草烷
'jie'cao'xi 解草烯
'jie'cao'zuo 解草唑
'jie'chu 揭除
'jie'chu 解除
'jie'chuang 疥疮
'jie'dai'chu 接待处
'jie'dai'fei 接待费
'jie'dai'shi 接待室
'jie'dai'yuan 接待员
'jie'dao'qing'sao 街道清扫
'jie'dao'qing'sao'che 街道清扫车
'jie'deng 街灯
'jie'diao 借调
'jie'diao 揭掉
'jie'dong 解冻
'jie'duan'fa'yu 阶段发育
'jie'duan'xing'cheng'xiao 阶段性成效
'jie'dui 结对
'jie'dui'bang'fu 结对帮扶
'jie'fang 借方
'jie'fang'cha'e 借方差额
'jie'fang'si'xiang 解放思想
'jie'fang'si'xiang'da'tao'lun 解放思想大讨论
'jie'fang'yu'e 借方余额
'jie'gan 秸秆
'jie'gan'huan'tian 秸秆还田
'jie'gan'qing'kuang 秸秆情况
'jie'gu'mu 接骨木
'jie'guo'fei 结果肥
'jie'guo'qi 结果期
'jie'guo'xi'xing 结果习性
'jie'guo'zhi 结果枝
'jie'he 结合
'jie'he'bing 结核病
'jie'he'gong'zuo'shi'ji 结合工作实际
'jie'he'jin'piao 洁禾金飘
'jie'he'nong'ye'chan'ye'jie'gou'tiao'zheng 结合农业产业结构调整
'jie'he'nong'ye'gong'zuo'shi'ji 结合农业工作实际
'jie'he'qi'lai 结合起来
'jie'he'shi'ji 结合实际
'jie'he'wo'xian'shi'ji 结合我县实际
'jie'hun'deng'ji 结婚登记
'jie'hun'lv 结婚率
'jie'hun'nian'ling 结婚年龄
'jie'hun'yan'hui 结婚宴会
'jie'hun'zheng 结婚证
'jie'jia 结荚
'jie'jia'lv 结荚率
'jie'jia'qi 结荚期
'jie'jian 节间
'jie'jiao 街角
'jie'jue 孑孓
'jie'jue'le 解决了
'jie'jue'pai'shui 解决排水
'jie'kang'ti 拮抗体
'jie'kang'xiao'ying 拮抗效应
'jie'kuan 借款
'jie'kuan'ren 借款人
'jie'ma'yi'huan'zuo 捷马乙环唑
'jie'man'jing 蚧螨净
'jie'mo 揭膜
'jie'mo 芥末
'jie'mu'zhi'zuo 节目制作
'jie'mu'zhi'zuo'zhe 节目制作者
'jie'neng'jian'pai 节能减排
'jie'qing 节庆
'jie'qiu 结球
'jie'qiu'wo'ju 结球莴苣
'jie'qu 街区
'jie'shang'li'he'qi 接上离合器
'jie'shi'lv 结实率
'jie'shou 接受
'jie'shou'jian'du 接受监督
'jie'shou'jin'kou 接收进口
'jie'shou'le 接受了
'jie'shu 结薯
'jie'shui'gai'zao'xiang'mu 节水改造项目
'jie'shui'guan'gai'ji'shu 节水灌溉技术
'jie'shui'xing'she'hui'jian'she 节水型社会建设
'jie'suan 芥酸
'jie'ti'jiao'shi 阶梯教室
'jie'xin'zhuan'pan 街心转盘
'jie'xing'ye'man 截形叶螨
'jie'xing'ye'wo 截形叶蜗
'jie'ya 接芽
'jie'yue'xing 节约型
'jin'ao'lin 津奥啉
'jin'ba'cheng 近八成
'jin'cao 荩草
'jin'chi'que 金翅雀
'jin'chu'kou'shang'pin 进出口商品
'jin'cou'xing 紧凑型
'jin'cun 进村
'jin'cun'bu'ru'hu 进村不入户
'jin'dai'nong'ye 近代农业
'jin'dan 晋单
'jin'dao'long 金稻龙
'jin'e 金额
'jin'fa 金发
'jin'feng'yi 金封异
'jin'gang'ying'wu 金刚鹦鹉
'jin'gen'shi'dai'xing'shi 紧跟时代形势
'jin'guan 尽管
'jin'guang'deng 近光灯
'jin'gui'jia 金龟甲
'jin'gui'zi 金龟子
'jin'he'cao'xing 金禾草星
'jin'he'huan'shu 金合欢树
'jin'he'mei'su 金核霉素
'jin'hu 金琥
'jin'huo 进货
'jin'huo'jia'ge 进货价格
'jin'jiao'qu 近郊区
'jin'jiao'xi'shu 近交系数
'jin'jin'wei'rao 紧紧围绕
'jin'jing 近景
'jin'jiu'cheng 近九成
'jin'kou'shang 进口商
'jin'kuo'mie'ling 金扩灭灵
'jin'lian'dao 金镰刀
'jin'liu'cheng 近六成
'jin'mao 金猫
'jin'mian 晋棉
'jin'nian 今年
'jin'nian'lai 近年来
'jin'nian'yi'lai 今年以来
'jin'nian'yi'lai 近年以来
'jin'ning'xiao'li'dou 晋宁小粒豆
'jin'ping'xian 金平县
'jin'qi 近期
'jin'qi'cheng 近七成
'jin'qian'song 金钱松
'jin'qiang'yu 金枪鱼
'jin'ri 今日
'jin'se'gou'wei'cao 金色狗尾草
'jin'se'nong'hua 金色农华
'jin'sha 金沙
'jin'sha'jiang 金沙江
'jin'shi 禁食
'jin'shu'gai 金属盖
'jin'shu'guan 金属罐
'jin'shu'he 金属盒
'jin'shu'huang'yang 锦熟黄杨
'jin'shu'tong 金属桶
'jin'shu'tuo'pan 金属托盘
'jin'shui'guan 进水管
'jin'si'que 金丝雀
'jin'tian 今天
'jin'wo 紧握
'jin'wu'cheng 近五成
'jin'xian'chong'bing 金线虫病
'jin'xiao'feng 金小蜂
'jin'xing 进行
'jin'xing'fa'lv'xia'xiang 进行法律下乡
'jin'xing'he'ji 进行合计
'jin'xing'le 进行了
'jin'xing'le'bu'shu 进行了部署
'jin'xing'nong'ye'sheng'chan'ji'shu'pei'xun 进行农业生产技术培训
'jin'xing'sang'can'ji'shu'pei'xun 进行桑蚕技术培训
'jin'xing'sui'ji'chou'cha 进行随机抽查
'jin'xing'xiao'du 进行消毒
'jin'yi'bu 进一步
'jin'yi'bu'cu'jin 进一步促进
'jin'yi'bu'fa'zhan 进一步发展
'jin'yi'bu'jia'kuai 进一步加快
'jin'yi'bu'kuo'da 进一步扩大
'jin'yi'bu'tui'jin 进一步推进
'jin'yi'bu'you'hua 进一步优化
'jin'yi'bu'zeng'jia 进一步增加
'jin'yi'bu'zhuan'bian 进一步转变
'jin'yi'bu'zi'wo'ti'gao 进一步自我提高
'jin'yin'hua 金银花
'jin'yin'mu 金银木
'jin'yu'cao 金鱼草
'jin'zao 今早
'jin'zhan 仅占
'jin'zhan'hua 金盏花
'jin'zhan'huan'man 进展缓慢
'jin'zhan'jiao'kuai 进展较快
'jin'zhan'qing'kuang 进展情况
'jin'zhan'shun'li 进展顺利
'jin'zhen'chong 金针虫
'jin'zhen'chong'lei 金针虫类
'jin'zhen'gu 金针菇
'jin'zhi'diao'tou 禁止掉头
'jin'zhi'jin'ze 尽职尽责
'jin'zhi'kan'xing 禁止刊行
'jin'zhi'ting'che 禁止停车
'jin'zhi'tong'xing 禁止通行
'jin'zhi'you'zhuan'wan 禁止右转弯
'jin'zhong'ling 浸种灵
'jing'an'suan 精氨酸
'jing'ben'zuo 腈苯唑
'jing'bi'fu'he'cao'ling 精吡氟禾草灵
'jing'biao 精骠
'jing'bu 茎部
'jing'cha'ju'zhang 警察局长
'jing'chang 净长
'jing'chang'hua 经常化
'jing'chang'xing'gong'zuo 经常性工作
'jing'che 警车
'jing'dan 靖单
'jing'dao 粳稻
'jing'dian'ku'bing 茎点枯病
'jing'dong'xian 景东县
'jing'du 经度
'jing'e'zuo'he'cao'ling 精噁唑禾草灵
'jing'fang 竞放
'jing'fei 经费
'jing'fei'bu'zu 经费不足
'jing'fei'zi'ji 经费自给
'jing'fu'bing 茎腐病
'jing'gai'cao'neng 精盖草能
'jing'gan 精干
'jing'gan 茎秆
'jing'gan'li'liang 精干力量
'jing'gang'mei'su 井冈霉素
'jing'gang'yu'mi'su 井冈玉米素
'jing'gu'xian 景谷县
'jing'guan 经管
'jing'guan'zhan 经管站
'jing'guo'duo'nian'pei'yu 经过多年培育
